,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,8.697484e-05,1.2639102e-05,-0.00017303629,1.6590751e-05,6.496324e-05,8.947897e-05,1.6275022e-05,3.6301572e-06,0.00029637825,8.24942e-05,0.00030354224,-1.992863e-05,-0.00014428029,6.0482125e-07,-0.000117400545,0.00016383588,0.00027973705,-0.052366078,8.028037e-07,9.0679365e-05
1,2.2102355e-05,-8.797522e-05,-1.8266932e-05,4.8874754e-05,2.8105092e-05,6.8750523e-07,0.00021329573,-3.8957038e-05,0.0005857592,-7.177914e-06,4.025228e-05,-2.968368e-05,8.670339e-05,-4.9933165e-05,-0.00013614437,3.0998803e-05,5.7058016e-05,-8.963631e-05,-4.488371e-06,-0.000106246815
2,0.00015818818,-4.530879e-05,0.00014915402,-0.00015200232,3.2034965e-05,0.00013546708,0.000129221,-3.3819742e-06,0.0004321024,-6.7510875e-05,0.0002667325,1.29832115e-05,0.00010194257,1.2979281e-05,-0.000106370106,0.00018977994,-7.95505e-07,-0.00037626713,8.167402e-05,-0.00012257582
3,0.00015180907,0.00011540026,-3.6794772e-05,-0.00014445781,1.55819e-05,-0.00015259704,8.047479e-05,9.5773365e-05,0.00015586181,-0.00018061436,-6.4463085e-05,3.0884705e-05,2.2067143e-05,-5.1158953e-05,-9.051684e-05,-0.00017711392,-0.0001301348,-0.000534112,0.00018785648,-3.3011544e-05
4,2.037079e-06,-4.895076e-05,-2.5998059e-05,9.8935976e-05,0.00011597725,6.3971194e-05,-3.6799836e-05,-9.5890384e-05,0.032590583,-5.307619e-05,-5.3119504e-05,-0.00033109265,7.007768e-05,-2.1530868e-06,0.00015577965,0.000269697,-0.000104103834,-0.0007272773,0.00017139646,-0.00010271144
5,0.00015688957,-0.0001809739,0.00013141442,0.00020676634,0.0001597273,-0.000169963,-0.00011175424,8.595707e-05,0.0002515625,2.8605532e-06,9.131269e-05,6.6091554e-05,-0.00014321203,-0.00012431621,7.786794e-05,7.1133254e-06,5.7432193e-05,-7.665706e-05,0.00019643205,0.000108110704
6,-1.5985977e-05,4.7741923e-07,5.9101694e-05,-0.000114899725,-0.00021859678,2.969282e-06,-9.48265e-05,-1.0092019e-05,0.0001932835,-1.030866e-05,-0.00027374338,-0.00013009208,-1.9710438e-05,0.00018863664,-0.00023178366,-3.130792e-05,-0.00012166524,-5.3286036e-05,-0.00016989924,-7.6193464e-05
7,2.9202045e-05,0.00016022434,4.904115e-05,0.00018787221,-7.043846e-05,-2.9634997e-05,-9.956258e-05,-5.139657e-05,7.0124996e-05,-0.00013434827,-0.000115124894,-0.00010049441,-0.00017457752,-0.00011303768,-5.5673234e-05,-0.00010181153,-7.8224e-05,-0.00029368995,-5.372802e-05,0.000128758
8,0.00043506792,-0.00019176872,4.64475e-05,-2.385128e-05,-8.7876724e-05,-5.9888185e-05,1.7487764e-05,0.00012448971,0.00034335745,-4.8760925e-05,0.00014380916,-0.00017591097,7.726709e-06,-9.343323e-05,-0.00010526575,-0.00014181389,0.0002557245,-0.00010908196,5.627398e-05,-7.352901e-05
9,0.0001283193,-3.5948688e-06,8.8359586e-05,9.375645e-05,0.00024529867,-0.0001737556,-4.012884e-05,-7.6903714e-05,0.00016406024,3.8324786e-05,0.00023893589,2.1005202e-05,-8.154126e-06,1.5415138e-05,3.9949762e-05,0.00014190498,-0.00011306058,-0.0008227487,-3.869505e-05,1.6301747e-05
