,0,1
0,-0.00010203711,0.00010673309
1,-0.0011298615,0.00013710081
2,-0.000492908,-3.737124e-05
3,-0.0015909348,-1.5631143e-05
4,-6.7318797e-06,5.1274037e-05
5,-0.0015482439,-7.4881085e-05
6,-0.00156518,-6.9737405e-05
7,-0.0009566604,9.952966e-05
8,-0.00021656066,-9.9837904e-05
9,-0.0016082308,0.00023356313
10,-0.00020179094,-1.3268456e-05
11,-0.001249133,9.824865e-05
12,-0.0016183241,-7.400751e-05
13,-0.0015657998,-0.000417209
14,-0.0009902831,-4.70949e-05
15,-0.00049050146,-0.00014084368
16,2.272395e-05,-1.2711971e-06
17,-0.00028091166,0.00013127564
18,-0.000860387,8.3618295e-05
19,-0.0009483713,0.000118099764
20,-0.0010246714,-0.0001811393
21,-0.001137851,0.0004253277
22,3.520996,-1.0839309
23,-0.0012741366,6.920498e-06
24,-0.0012509768,0.00015150884
25,-0.00164291,0.00012311243
26,-0.0016338029,-7.705364e-05
27,-0.001587719,-7.4967465e-06
28,1.5735503e-05,-0.00042461438
29,-0.0015109391,-3.7678925e-05
30,-0.00071739196,1.613664e-05
31,-0.0011350027,0.00015875718
32,-0.0012047391,2.165146e-05
33,-0.00013425213,1.9045736e-05
34,-0.0016378441,0.00015898613
35,-0.00095890375,5.3299053e-05
36,-0.0007304803,-0.00022357338
37,-0.0014443822,-9.247359e-05
38,-0.000115419345,-0.00022754128
39,-0.0014749963,-0.0004232197
40,-0.0011129581,9.696272e-05
41,-0.0014616969,2.6429538e-05
42,-2.7843173e-05,-6.7103065e-05
43,-0.0013749567,0.00019885812
44,-0.0015072523,-0.00037990537
45,-0.00076709647,-0.000120046694
46,-0.0014719109,0.00015869767
47,-0.0006907819,-0.00047019406
48,-2.0778913e-05,-0.00027408366
49,-0.0009836104,1.7459919e-05
50,-0.0007238094,-0.00025283644
51,-0.0003774919,-0.00021087538
52,2.6066296e-05,0.00018556029
53,-0.0012944343,-0.00024651556
54,-0.0014304124,-9.9269295e-05
55,-0.0014460613,-3.6110505e-05
56,-0.00165208,9.405074e-05
57,-0.0005697938,6.996561e-08
58,-0.0014338564,-0.00028696383
59,-0.00127213,-6.209427e-05
60,-0.0005345223,0.000100052974
61,-0.00043810176,0.00010667258
62,-0.0013448773,-1.6178543e-05
63,-0.0009841481,-0.00044896803
64,-0.0014474355,0.00016321776
65,3.2183856e-05,-8.308762e-05
66,-0.0006610892,0.000106546315
67,-0.0009882464,-0.00043915006
68,-0.0014000544,-0.00014118482
69,-0.0014668147,3.1168638e-05
70,-0.0014881231,-0.000105065636
71,-0.00019966136,0.00012706954
72,-0.0010384894,-6.87835e-05
73,-0.0007282051,5.3908683e-05
74,-0.0010186955,0.00013925614
75,-4.7933394e-05,-0.00036959065
76,-0.00091203715,4.0264058e-05
77,-0.0004962985,-0.00013679698
78,3.922895e-05,-4.4591034e-05
79,-0.0014033681,0.0001295543
80,-0.001419364,-9.741286e-05
81,-0.0015502232,-0.0004253348
82,-0.0016878326,-0.00013584195
83,-0.00027942503,-1.5485457e-05
84,-0.00030238563,-2.3794826e-05
85,-0.0010804611,-7.787747e-05
86,-0.0012128121,9.3179224e-05
87,-0.0007931684,-0.00034977638
88,-0.00091595773,7.189911e-05
89,-0.00070483796,1.7625618e-05
90,-0.001553021,-9.6894655e-06
91,-0.0012123393,0.00033091498
92,-0.0009064003,-0.00024940466
93,-0.001074137,-6.66533e-06
94,-0.00065005274,-0.00014471586
95,-0.0011093587,-0.00028947185
96,-0.0006565544,-0.00026314237
97,-0.000791346,1.6200436e-05
98,-0.0016334062,6.223022e-05
99,-0.0016529532,0.000140259
100,-0.0016655426,-5.5865e-05
101,-0.0013040547,-0.000338992
102,-0.0005911094,0.000116334304
103,-0.0010608374,-3.5056808e-05
104,-0.0014041896,-0.00012274327
105,-0.0016752958,-3.464531e-05
106,-0.0007890279,7.0620605e-05
107,-0.0006865213,-0.00039997225
108,-0.0009651831,3.8404556e-05
109,-6.765495e-05,6.0172977e-05
110,-0.0016033243,8.202946e-05
111,-0.0011995947,-4.0780593e-05
112,-0.0014537558,0.00018316119
113,-0.0016005668,-0.00016119538
114,-0.0016126307,-7.234642e-05
115,-0.0014674464,-8.665069e-05
116,-0.0013149203,2.1192034e-05
117,-0.0014802442,-0.00042182108
118,-0.0011904713,0.00023859792
119,-0.0012469616,-0.00026097338
120,-0.0011706227,-0.00037218884
121,-0.0014607677,1.2240875e-05
122,-0.0011349894,-0.00022056611
123,-0.0014138403,-0.00014940072
124,1.8220158e-05,-0.00011437607
125,-0.0012174592,-0.0002103011
126,-0.0012790508,8.3684776e-05
127,-0.0006556949,0.00015998792
128,-0.0009694098,0.0001224022
129,-0.0016504218,0.00012729003
130,-0.0014089678,-7.878174e-05
131,-0.0015515377,4.172391e-05
132,-4.678936e-05,1.5942293e-05
133,-0.0014760323,-0.0003006056
134,-0.0014204762,0.00023562301
135,-0.0012658514,-0.00022993905
136,-0.0016268289,-0.0002167609
137,-0.0006676947,-0.0004182417
138,-0.0015767057,0.00016000899
139,-0.0013424663,4.087777e-05
140,-0.0012768202,-4.7100606e-05
141,-0.0016494122,-0.00017936199
142,-0.00018697695,-0.00023234879
143,-0.0015656179,-0.00015446
144,-0.0015744803,-0.00025230105
145,-0.0003544354,-0.00015893515
146,-0.0013188418,-0.00021760368
147,-0.00080163847,-0.000103414015
148,3.7240388e-06,0.00018639033
