,0,1,2,3,4,5,6,7,8,9
0,-2.4557521e-05,9.054697e-05,0.00017574834,0.000147503,-1.0236305e-05,-0.0063138325,9.567804e-06,6.980378e-05,0.00014193819,-0.00017054458
1,0.0002445478,1.14107315e-05,1.4920224e-05,-9.193547e-05,-5.5787787e-05,-0.00070387864,-4.1350533e-05,5.6251218e-05,-0.00018659752,5.647351e-05
2,1.0424381e-05,0.00012742126,-0.00041874486,-0.0001142035,1.05679355e-05,-0.0001954654,-4.7413345e-05,-0.00014936617,-0.00014518214,-0.00025647366
3,-1.6580598e-06,-3.932657e-05,2.1321965e-05,0.000107621774,-5.6314457e-05,-0.00084795203,0.000109486355,7.836599e-06,-4.141142e-05,-8.700285e-05
4,1.9733645e-05,-3.130007e-05,5.6274628e-05,4.6523834e-05,1.2147502e-06,-0.00079647865,-9.4516814e-05,5.990825e-05,0.00017844257,-0.00016616221
5,-0.00011673864,7.718569e-05,7.220024e-05,7.7923294e-05,-0.00011241317,-0.0003631717,0.00014215821,6.7303874e-05,4.6051486e-05,-3.9547413e-06
6,-2.8633829e-05,-0.00010597842,0.00015787371,-4.0647203e-05,0.00014919338,-0.00028538116,-0.00010675471,0.00012382132,-0.00016176916,-5.5775272e-05
7,-0.00017265414,0.0001361514,-0.00025412271,-0.00011474773,-2.4200153e-05,-0.00042172638,-9.436875e-05,5.1103998e-05,9.528112e-05,0.0001255342
8,-7.8977384e-05,-0.0001578615,3.061411e-05,0.00012351606,-0.0001389459,-0.00035304372,-1.1425429e-05,-0.000118477816,0.00011337164,-0.00022394957
9,-0.00014384932,0.0002096751,-0.0001390115,1.4346428e-05,0.00016461231,-0.0009521462,-0.0002244376,4.1250132e-05,0.00017943216,3.8753962e-05
10,2.0564737e-05,6.668802e-05,-7.6673314e-07,-0.00014236663,6.586327e-05,1.1703494e-05,-1.8369421e-05,-5.9355167e-05,-0.00017137804,5.189149e-06
11,-0.00019269345,-4.2049927e-05,-0.000104811574,-0.00010531417,0.0001566692,-0.0011406912,-2.6133657e-05,-4.3684104e-05,-0.00018122126,4.818847e-05
12,0.0001440176,-0.00010309321,-1.1164608e-05,2.561853e-05,-4.2701577e-06,0.000113546106,-9.137229e-05,3.695893e-05,8.430559e-05,0.00018416873
13,-1.6845443e-05,-0.00013296242,-6.1218445e-05,-0.000116930605,0.0001517177,8.136091e-05,3.3821716e-06,-0.00016647096,-0.00012531938,-3.5844765e-05
14,0.00015183282,5.232636e-05,-9.40231e-05,0.00014634684,0.00013821635,-0.0007475383,0.00015403671,-3.375278e-05,-4.3778666e-05,-6.2892665e-05
15,5.948497e-05,-4.683251e-05,-1.5846075e-05,2.8654991e-05,-0.0001749585,-0.002003068,-4.2739528e-05,-9.158443e-05,-0.000146362,2.2994474e-05
16,0.0001871998,-0.00012046017,-9.7940036e-05,-7.9907455e-05,8.6045475e-05,-0.00076240726,6.9719375e-05,3.843211e-05,-2.6856105e-05,1.1964825e-05
17,-4.118392e-06,4.2170323e-05,0.00014375997,0.0002832081,-3.6130295e-05,-0.0006516891,6.0679908e-05,3.508815e-05,-3.937177e-06,4.957677e-05
18,-0.00012772776,-0.00014202367,-0.00010024355,-8.150211e-05,8.598229e-05,-0.00018525521,0.0002225742,-0.00045980918,-2.0168533e-05,-5.7446377e-06
19,-0.00015369337,0.00010143471,0.00012200297,0.00014523634,-2.674749e-05,-0.00036975308,-1.7777158e-05,8.967871e-05,-6.037936e-05,-2.2530057e-05
20,0.00022568788,8.366237e-05,-5.4963057e-05,-0.00020151015,-8.357903e-05,-0.0017667012,6.2938925e-05,-1.4990947e-06,-7.410797e-05,-6.334303e-05
21,3.8571343e-05,0.00010008151,0.00012537542,3.1428382e-05,0.000101253514,-0.001090742,0.00017699186,-0.0001405455,-0.00010285487,6.91635e-05
22,-8.705934e-05,-8.6856286e-05,-4.342247e-05,0.00013303227,6.118223e-05,-0.0035778885,0.00019850329,-3.100292e-05,6.7227316e-05,0.00010170638
23,7.5636926e-05,3.487568e-05,0.00023943093,0.00012490587,-0.00024434723,-0.0019065703,-0.00012781931,8.932418e-05,-3.519017e-05,-3.0873853e-06
24,1.0134128e-05,0.0001385011,0.00010914745,-0.00013313242,-6.397962e-05,-0.0011775895,-0.00017484005,-0.00013557298,5.9903672e-05,-0.00024486892
25,9.199626e-05,8.818524e-05,-5.4343516e-05,-0.00015345534,-2.8482682e-05,-0.0005084085,0.00034434767,0.00017987192,-8.336793e-05,-0.0001336676
26,-7.921231e-05,0.00015157019,0.000121720244,-9.8008546e-05,-8.099673e-05,-0.00077988283,-0.0001352872,-0.00045190222,0.0001478047,-0.0002727158
27,0.00013660081,-0.0003266275,-0.00012331136,-0.00015880525,-0.00017148882,-0.0005199493,4.423591e-05,0.00012369682,9.599689e-05,-0.00013525141
28,-5.7116267e-05,-8.7712455e-05,-0.00014272306,3.6296973e-05,-0.00025076236,-0.00038043183,-0.00016931744,5.8018108e-05,-0.0001281363,-1.5001955e-05
29,0.00020527645,8.525977e-05,0.00023259383,6.675732e-05,0.0003086206,-9.204759e-05,-2.629569e-05,7.604736e-05,0.00013066849,-0.000115245384
30,-9.210299e-05,-0.00045700028,-0.00041952482,-7.580954e-05,-6.946758e-05,-0.00017366337,-2.3127563e-05,-6.424913e-05,0.00012297876,-0.00014048797
31,-6.135634e-05,0.0001385879,-0.00014166156,0.00026469646,-3.361787e-05,-0.0007045461,7.987737e-05,0.0002684087,0.00011655736,-2.445787e-05
32,-0.00015624304,0.00018504634,-0.00013877865,-8.4890446e-05,0.00012084555,-4.6400957e-05,-0.00013749582,-0.00024193095,0.00018631,-4.6122317e-05
33,6.388458e-06,-3.6646685e-05,0.00021830123,-0.0001547649,3.6787984e-05,-0.0002759418,-0.00032506205,-0.0001303147,9.4492716e-05,5.2094278e-05
34,0.00010072143,-7.377712e-05,9.834717e-06,4.2086147e-05,-8.416912e-05,-6.875415e-05,2.094017e-05,9.124841e-05,-1.1687298e-05,0.00013175522
35,0.00037876668,-8.896565e-05,0.00017097231,-3.7322534e-05,-1.8411702e-05,-0.00020469358,-0.00012597167,-0.00017656581,-9.2910916e-05,7.20627e-05
36,-7.4094736e-05,-5.5158856e-05,-0.00022014313,-3.0745185e-05,-0.00020496109,-7.965486e-06,-4.6202884e-05,0.0001140418,-0.00042406822,0.00014358811
37,-2.6678113e-05,-0.000170817,-4.0509487e-05,5.2053318e-05,1.9151405e-05,-0.00032701448,-0.00016346185,-0.00022920076,0.00018645871,-7.668628e-05
38,-1.1667971e-05,2.5505135e-05,0.00022591247,0.00012341539,-0.0002875176,-0.0005772088,-0.00025189854,0.00026228654,-5.0084698e-05,-0.00010965401
39,8.068873e-05,4.0796134e-05,2.1288855e-05,-6.696036e-05,-5.7318153e-05,-0.007582408,0.00028574897,-3.7541147e-05,3.6068184e-05,0.00024107986
40,0.0002714608,9.412666e-06,-6.748659e-05,0.000186884,0.00016560376,-0.0005881878,0.00020735186,-0.00022944142,-0.00012511265,0.00012913765
