,0
0,0.46086955070495605
1,0.915217399597168
2,0.9546583890914917
3,0.9602484703063965
4,0.9655279517173767
5,0.966149091720581
6,0.9686335325241089
7,0.969565212726593
8,0.969565212726593
9,0.9683229923248291
10,0.967391312122345
11,0.9667701721191406
12,0.9670807719230652
13,0.9667701721191406
14,0.9667701721191406
15,0.9664596319198608
16,0.9667701721191406
17,0.9670807719230652
18,0.9658384919166565
19,0.9658384919166565
20,0.9658384919166565
21,0.9652174115180969
22,0.9642857313156128
23,0.9649068117141724
24,0.9645962715148926
25,0.9642857313156128
26,0.9649068117141724
27,0.9642857313156128
28,0.9642857313156128
29,0.9642857313156128
30,0.9636645913124084
31,0.9636645913124084
32,0.9636645913124084
33,0.9639751315116882
34,0.9645962715148926
35,0.9636645913124084
36,0.9636645913124084
37,0.9636645913124084
38,0.9636645913124084
39,0.9636645913124084
40,0.9639751315116882
41,0.9639751315116882
42,0.9639751315116882
43,0.9639751315116882
44,0.9639751315116882
45,0.9642857313156128
46,0.9642857313156128
47,0.9645962715148926
48,0.9645962715148926
49,0.9645962715148926
50,0.9639751315116882
51,0.9645962715148926
52,0.9649068117141724
53,0.9649068117141724
54,0.9649068117141724
55,0.9645962715148926
56,0.9639751315116882
57,0.9645962715148926
58,0.9645962715148926
59,0.9642857313156128
60,0.9642857313156128
61,0.9645962715148926
62,0.9642857313156128
63,0.9642857313156128
64,0.9642857313156128
65,0.9645962715148926
66,0.9642857313156128
67,0.9636645913124084
68,0.9636645913124084
69,0.9639751315116882
70,0.9605590105056763
71,0.9636645913124084
72,0.9636645913124084
73,0.9636645913124084
74,0.9636645913124084
75,0.9639751315116882
76,0.9645962715148926
77,0.9639751315116882
78,0.9639751315116882
79,0.9639751315116882
80,0.9639751315116882
81,0.9639751315116882
82,0.9639751315116882
83,0.9639751315116882
84,0.9639751315116882
85,0.9639751315116882
86,0.9633540511131287
87,0.9642857313156128
88,0.9642857313156128
89,0.9642857313156128
90,0.9642857313156128
91,0.9639751315116882
92,0.9639751315116882
93,0.9639751315116882
94,0.9639751315116882
95,0.9639751315116882
96,0.9639751315116882
97,0.9639751315116882
98,0.9636645913124084
99,0.9639751315116882
100,0.9639751315116882
101,0.9639751315116882
102,0.9636645913124084
103,0.9636645913124084
104,0.9636645913124084
105,0.9639751315116882
106,0.9636645913124084
107,0.9636645913124084
108,0.9649068117141724
109,0.9639751315116882
110,0.9636645913124084
111,0.9636645913124084
112,0.9636645913124084
113,0.9636645913124084
114,0.9636645913124084
115,0.9636645913124084
116,0.9636645913124084
117,0.9633540511131287
118,0.9645962715148926
119,0.9633540511131287
120,0.9645962715148926
121,0.9633540511131287
122,0.9639751315116882
123,0.9639751315116882
124,0.9636645913124084
125,0.9636645913124084
126,0.9639751315116882
127,0.9639751315116882
128,0.9639751315116882
129,0.9639751315116882
130,0.9639751315116882
131,0.9639751315116882
132,0.9639751315116882
133,0.9639751315116882
134,0.9639751315116882
135,0.9639751315116882
136,0.9642857313156128
137,0.9639751315116882
138,0.9639751315116882
139,0.9639751315116882
