,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.010272104,-0.007832743,-0.010423625,-2.8941492e-06,0.010274247,-4.5757033e-06,-0.007456746,-0.0075559313,-3.7224759e-06,-2.598743e-06,-4.7053263e-06,-0.0104180155,-1.4674072e-05,-1.8329087e-06,0.010275912,0.007185715,0.007292515,0.0073005715,-0.0075579016,-0.0104217855,0.0072496887,0.0061344514,-1.0608641e-05,0.010272749,-8.899005e-06,-0.010424543,-0.007500154,0.0070847664,0.0072687017,-3.2507617e-06,-0.007546332,-0.0074380906,-6.193584e-06,-0.010438547,-0.010426083,0.007143773,-0.007496295,-0.010427259,-0.010469322,-0.007499493,-7.540527e-06,-4.4152175e-06,-0.0074804905,-0.0073961955,0.0068209725,-0.0075026844,-3.4147383e-06,0.007022423,-3.4670388e-06,-0.010424771,-0.007479963,-9.299576e-06,0.010271325,-0.010422683,-0.010429188,-0.010440571,0.010300983,-4.1792464e-06,-1.2901035e-05,-0.010425703,-3.9794713e-06,-0.007435993,-0.007584175,-0.010421744,0.006378883,-5.4397888e-06,-0.007559839,-0.007275118,-8.808436e-06,0.006769724,-0.010423523,0.0072064092,-0.010426431,-5.0203157e-06,-0.00754379,-0.007542144,-8.382578e-06,0.010276934,0.007179224,-0.0073929033,0.0071139834,-0.007563438,-1.3014238e-05,-7.064307e-06,-0.010425819,0.010272088,-0.007506199,0.0070975986,-2.788804e-06,0.0068451217,0.0070803924,-0.0075667812,-0.0074967914,-2.1487485e-06,0.010272829,-1.2863344e-05,-3.0513684e-06,-5.1179663e-06,0.010270621,0.0071751964
1,0.007386266,-0.007554999,-0.0074644643,2.6041978e-05,0.007391542,3.3130047e-05,-0.007202372,-0.00729487,2.4165474e-05,3.3318956e-05,3.6756635e-05,-0.007416706,2.6895656e-05,1.7884982e-05,0.0073864926,0.0069381506,0.00704641,0.0070343046,-0.0072831707,-0.0074259588,0.006994882,0.005996677,2.8727278e-05,0.0073799426,3.9611812e-05,-0.007456027,-0.0072595035,0.0068513877,0.0070243324,3.347954e-05,-0.007284797,-0.007184077,3.514535e-05,-0.007466654,-0.007421106,0.0068890955,-0.007237335,-0.0074253045,-0.0074237706,-0.007241313,2.947667e-05,2.292058e-05,-0.007222739,-0.0071455687,0.00660755,-0.007244437,1.9042307e-05,0.0067726984,3.0038038e-05,-0.007433668,-0.0072234413,3.3115677e-05,0.0073775514,-0.0074228547,-0.0074237464,-0.007420687,0.0074206386,2.6713507e-05,2.7095226e-05,-0.0074410574,2.9147704e-05,-0.007185863,-0.0073200706,-0.0074200006,0.0062306775,3.0060564e-05,-0.007299121,-0.007014121,2.4444233e-05,0.006564026,-0.007418708,0.006955071,-0.007420029,3.7786096e-05,-0.007286384,-0.007272954,2.4503643e-05,0.0073784846,0.006936718,-0.007139231,0.0068806945,-0.0073088952,3.3366425e-05,2.9934532e-05,-0.0074231857,0.00737669,-0.0072480934,0.006847169,2.8081304e-05,0.0066214358,0.006844249,-0.0073134284,-0.007237928,1.3042194e-05,0.007376636,3.747742e-05,3.4888755e-05,2.9311219e-05,0.007381681,0.006914459
2,0.0083498405,-0.0067208945,-0.008467942,3.823143e-06,0.008385081,2.4161293e-06,-0.0064073727,-0.006484694,3.609162e-06,2.3556554e-06,-5.9732247e-07,-0.008438686,3.4855634e-06,-1.070669e-06,0.008377668,0.006143521,0.0062327036,0.006235904,-0.0064783115,-0.008436705,0.0062021893,0.0053171623,-5.1666866e-06,0.008349864,4.165683e-06,-0.008438119,-0.006445883,0.0060626497,0.006235535,-4.794865e-07,-0.006481387,-0.0063827923,-2.5878207e-06,-0.008446728,-0.008434937,0.006104723,-0.0064371633,-0.008443872,-0.008447655,-0.0064582475,4.0776044e-06,2.1591777e-06,-0.0064256345,-0.0063632615,0.0058515817,-0.006446303,1.2379334e-06,0.005995786,2.7127426e-06,-0.00843688,-0.006424924,-6.0207585e-06,0.008386917,-0.008437546,-0.0084457835,-0.008438866,0.008352789,1.7020961e-06,4.2275274e-06,-0.008445087,3.8917774e-06,-0.006388899,-0.0065116338,-0.008479847,0.005495313,-3.6694182e-06,-0.0064855376,-0.00623772,2.7245887e-06,0.005810338,-0.008465692,0.0061567505,-0.00845326,2.3633038e-07,-0.0064778486,-0.0064695235,1.955847e-06,0.008394244,0.006147276,-0.0063497867,0.0060865637,-0.006502611,-3.5630674e-06,4.029464e-06,-0.008440581,0.008375952,-0.0064476165,0.006062217,-2.4735737e-06,0.0058647976,0.0060640494,-0.0065093194,-0.006444944,1.5226605e-06,0.0083895,3.5996673e-06,3.8692897e-06,2.4562576e-06,0.008380377,0.006126975
3,0.010269797,-0.0075371936,-0.010418996,2.0410434e-06,0.010246276,5.901404e-06,-0.007198566,-0.007282175,7.9541915e-06,4.653e-06,6.6759003e-06,-0.0104415985,-7.981853e-07,3.4562165e-06,0.010242032,0.0069411434,0.0070393,0.0070472034,-0.007276196,-0.010408411,0.0070028617,0.00598839,5.595068e-06,0.010243959,7.244238e-06,-0.010415015,-0.007235956,0.0068614073,0.0070177596,8.412746e-06,-0.0072776703,-0.0071705217,8.075554e-06,-0.010427862,-0.010410729,0.0068916706,-0.0072311624,-0.010416191,-0.010414724,-0.007236309,-2.5870122e-07,4.4443063e-06,-0.007222873,-0.007144518,0.0066164895,-0.0072518606,1.3337412e-06,0.006775758,5.819776e-06,-0.010413069,-0.0072176172,6.579979e-06,0.010241933,-0.0104110055,-0.0104159415,-0.010412964,0.010247577,7.5766957e-06,4.6132172e-06,-0.010412167,-3.0251877e-06,-0.007177901,-0.0073119835,-0.010408504,0.0062037804,3.644418e-07,-0.0072832615,-0.007011711,4.3025348e-06,0.0065643336,-0.010411333,0.006955748,-0.01040775,8.753244e-06,-0.007275896,-0.007270252,5.9297136e-06,0.01024939,0.006936802,-0.007136905,0.0068815635,-0.007314791,6.484764e-06,-2.8491377e-07,-0.010420033,0.010243311,-0.0072450656,0.0068525956,-4.089763e-06,0.0066236574,0.0068497104,-0.0072978865,-0.007234737,1.8406254e-06,0.01024764,7.757625e-06,7.2580206e-06,4.7291874e-06,0.010250948,0.006930748
4,0.009449875,-0.008250641,-0.0095763905,3.251109e-05,0.009446437,2.3328581e-05,-0.00788621,-0.007973914,2.8320106e-05,2.935547e-05,3.317174e-05,-0.009571773,3.158149e-05,1.3870098e-05,0.009458953,0.007652798,0.0077597327,0.007757183,-0.00796911,-0.009613161,0.0077085905,0.006686445,2.3474886e-05,0.009446311,2.3886427e-05,-0.009597678,-0.007943545,0.0075649363,0.007732134,3.4827117e-05,-0.007973519,-0.007857909,3.290981e-05,-0.009618081,-0.009590191,0.007602886,-0.007922256,-0.009581764,-0.009575537,-0.007926709,2.9881254e-05,2.3711618e-05,-0.007922677,-0.007849922,0.007312658,-0.007928962,1.6283102e-05,0.007493141,2.1993104e-05,-0.009591147,-0.0079314895,2.843843e-05,0.009460612,-0.009588163,-0.009579067,-0.009606744,0.009470341,3.4034216e-05,2.5203246e-05,-0.009575483,2.5758882e-05,-0.00786706,-0.008005448,-0.009577549,0.00690562,2.6153577e-05,-0.00797501,-0.0077081434,2.244198e-05,0.0072685783,-0.00957056,0.0076720202,-0.009575457,3.694013e-05,-0.007981131,-0.007975088,2.114092e-05,0.009441001,0.0076524136,-0.007823844,0.007588533,-0.007986638,3.0022502e-05,3.0083345e-05,-0.009581414,0.009441757,-0.007932897,0.007576262,3.3292734e-05,0.007339795,0.0075568003,-0.007988655,-0.007921236,1.0518391e-05,0.009463042,3.5115918e-05,3.219573e-05,2.0835158e-05,0.009449919,0.007626786
5,0.008574092,-0.008206309,-0.008671601,4.354348e-05,0.008574121,2.808674e-05,-0.0078307595,-0.007927042,3.9755367e-05,3.0148058e-05,3.130782e-05,-0.0086655645,4.375545e-05,2.314446e-05,0.008576533,0.007583726,0.007686553,0.00768255,-0.007912732,-0.008667405,0.007650142,0.0065708007,3.2756445e-05,0.008572226,4.0231607e-05,-0.008678048,-0.007870753,0.0074875825,0.0076639815,3.2740543e-05,-0.007927395,-0.007812588,3.2068914e-05,-0.008669983,-0.008695262,0.007531149,-0.007865552,-0.008681603,-0.008712346,-0.007870553,2.8883995e-05,2.4797351e-05,-0.007854931,-0.0077803177,0.007233572,-0.007873237,2.0362811e-05,0.007416201,4.1870808e-05,-0.008699857,-0.007854835,3.9285733e-05,0.008573159,-0.0087032765,-0.008682924,-0.0087016,0.008575435,4.56879e-05,3.9339073e-05,-0.008669524,3.382931e-05,-0.007813345,-0.007950706,-0.008669907,0.0068026567,3.147423e-05,-0.007920156,-0.0076329936,2.5561432e-05,0.007186482,-0.008669468,0.0076098545,-0.008665066,3.821003e-05,-0.007912192,-0.007901862,3.1633714e-05,0.008581451,0.0075781667,-0.0077775023,0.007516583,-0.007931851,3.4986486e-05,3.866958e-05,-0.008687687,0.008573888,-0.00787666,0.007501636,4.290725e-05,0.0072469236,0.0074894237,-0.007933754,-0.007866658,1.465799e-05,0.008580242,4.4375764e-05,3.8629725e-05,3.1558986e-05,0.008571584,0.007564347
6,0.009293536,-0.008238531,-0.009413566,2.7171833e-05,0.009294332,1.8994597e-05,-0.007856397,-0.007952062,2.2703813e-05,1.7484945e-05,2.6881035e-05,-0.009428187,2.2448374e-05,1.4039271e-05,0.00929366,0.0076042274,0.0077139945,0.0076940684,-0.007955556,-0.009432669,0.007648763,0.006520403,1.9659683e-05,0.009309931,2.6395597e-05,-0.009432896,-0.00790036,0.007487608,0.0076768775,2.1800044e-05,-0.007957118,-0.0078250235,1.9752672e-05,-0.009420254,-0.00944844,0.007537685,-0.007914057,-0.009417434,-0.009416158,-0.007911772,1.4514975e-05,1.7355389e-05,-0.007880184,-0.007813655,0.0072205043,-0.007903315,8.311019e-06,0.0074048457,1.4913632e-05,-0.009413974,-0.007886875,1.814184e-05,0.009300216,-0.009452144,-0.009417092,-0.009414021,0.009295227,2.5300233e-05,2.698733e-05,-0.009417933,1.8190982e-05,-0.007835196,-0.00798607,-0.0094483085,0.0067655146,2.1643762e-05,-0.007953774,-0.007647859,1.5608122e-05,0.007172862,-0.009411077,0.007606965,-0.0094112735,1.5419813e-05,-0.007945675,-0.007942659,1.5923626e-05,0.009298189,0.0075837458,-0.007806988,0.0075218226,-0.007965184,2.397652e-05,2.3633109e-05,-0.0094406,0.009299114,-0.0079066595,0.0075097764,2.6881318e-05,0.0072321724,0.0074892174,-0.007969221,-0.007909518,9.118889e-06,0.009293497,2.7715334e-05,1.8343555e-05,2.050103e-05,0.009294647,0.007562308
7,0.008285643,-0.005104354,-0.008350177,-5.942999e-05,0.008286332,-4.6398367e-05,-0.0048538954,-0.0049109957,-4.70352e-05,-4.7076563e-05,-4.8658698e-05,-0.008346279,-5.0791354e-05,-2.9613244e-05,0.008292913,0.004560403,0.004631673,0.004629229,-0.0049057635,-0.008349848,0.004618072,0.0039331005,-4.808115e-05,0.008286471,-5.0435283e-05,-0.008345425,-0.0048750187,0.00449767,0.0046246164,-5.9101025e-05,-0.0049089305,-0.0048254617,-5.2126656e-05,-0.008351511,-0.008352945,0.0045410395,-0.00487296,-0.008356642,-0.008354976,-0.0048750336,-4.320123e-05,-3.696539e-05,-0.004862151,-0.004814349,0.0043335813,-0.0048779864,-2.619201e-05,0.0044444683,-5.7917197e-05,-0.008366861,-0.0048722993,-4.7184552e-05,0.008285445,-0.008353242,-0.00836554,-0.008358474,0.008289064,-5.0694314e-05,-6.105608e-05,-0.008358042,-4.2372725e-05,-0.0048321667,-0.004933261,-0.0083491085,0.004065529,-4.5092576e-05,-0.0049129995,-0.004710901,-4.2103413e-05,0.0042998167,-0.008375863,0.0045713293,-0.008365289,-5.7449633e-05,-0.004910628,-0.0048981747,-5.315839e-05,0.008300311,0.0045576612,-0.0048027043,0.00452014,-0.004918442,-4.8829963e-05,-4.4481683e-05,-0.008376824,0.0083172275,-0.004880183,0.00449642,-4.9726375e-05,0.0043596416,0.004494836,-0.0049240403,-0.004874349,-1.9095052e-05,0.008285467,-5.091668e-05,-5.0468072e-05,-4.3701002e-05,0.008294156,0.0045422358
8,0.00909532,-0.008866089,-0.009236358,3.8689806e-05,0.009139291,4.0731615e-05,-0.008476588,-0.008561713,3.6622183e-05,3.5884917e-05,3.4597513e-05,-0.0092063565,4.7418263e-05,2.5415955e-05,0.009101139,0.008212525,0.008330027,0.008318852,-0.008561206,-0.009205749,0.008270696,0.007061456,3.4601955e-05,0.009132172,3.6102534e-05,-0.009208248,-0.008506215,0.008100356,0.008298177,4.7337107e-05,-0.008556222,-0.008441045,3.8718546e-05,-0.009250112,-0.009206289,0.008148334,-0.008502637,-0.009215273,-0.009208433,-0.00850763,3.745514e-05,2.6648093e-05,-0.00848658,-0.008394984,0.007822488,-0.008514854,1.8158787e-05,0.008019141,4.4211378e-05,-0.0092507545,-0.0084853275,3.8112674e-05,0.009118196,-0.00920561,-0.009209732,-0.009222389,0.009128904,3.5794736e-05,4.7958463e-05,-0.00924909,3.694373e-05,-0.008439495,-0.008605933,-0.009244176,0.007352111,2.8806433e-05,-0.008562663,-0.008240538,3.0941137e-05,0.0077791214,-0.009203194,0.008225037,-0.009207227,4.2800595e-05,-0.008559697,-0.00854224,3.5663783e-05,0.0091029145,0.008202161,-0.008388221,0.008152395,-0.00857612,3.5246216e-05,3.1502026e-05,-0.009218059,0.009115019,-0.008513852,0.008120128,3.554207e-05,0.00782919,0.00809413,-0.0085793175,-0.008510154,1.2678722e-05,0.0091006765,4.813739e-05,4.3273485e-05,3.802067e-05,0.009095484,0.008176214
9,0.01031294,-0.007316696,-0.0104674585,-1.1952388e-05,0.010307863,-1.3652568e-05,-0.0069549256,-0.0070574223,-1.2484428e-05,-1.3033088e-05,-1.3388836e-05,-0.0104644485,-1.7399243e-05,-8.952643e-06,0.01030847,0.006680307,0.006780474,0.006770603,-0.0070421747,-0.010465479,0.0067282915,0.0056821113,-1.9285224e-05,0.010308378,-2.0007654e-05,-0.010495868,-0.00699619,0.0065759146,0.0067526633,-2.421244e-05,-0.0070495433,-0.006925825,-2.0978394e-05,-0.010471815,-0.010464745,0.0066217543,-0.006993176,-0.010491422,-0.010483526,-0.0069961585,-1.879106e-05,-1.6302052e-05,-0.0069768545,-0.0068982695,0.006334681,-0.007010173,-6.9836215e-06,0.0064972932,-1.556436e-05,-0.010467067,-0.0069802813,-1.587453e-05,0.010324501,-0.010464045,-0.010470006,-0.010468734,0.010306275,-1.2914256e-05,-1.871162e-05,-0.010491762,-1.2991186e-05,-0.0069354367,-0.0070782052,-0.01046713,0.0059031593,-1.1508631e-05,-0.0070498306,-0.0067790127,-9.496818e-06,0.006298312,-0.010460925,0.0066883406,-0.010500433,-1.2730701e-05,-0.0070434,-0.007050964,-1.1653945e-05,0.010322516,0.0066678794,-0.006890839,0.0066112317,-0.0070582456,-1.148297e-05,-1.2246549e-05,-0.010510027,0.010312415,-0.0070068277,0.0065755513,-1.48700055e-05,0.0063363565,0.0065782415,-0.007064764,-0.006991506,-5.4460565e-06,0.010312353,-1.8028526e-05,-1.3316583e-05,-1.1947668e-05,0.010318979,0.0066440217
