,0
0,0.43198758363723755
1,0.7285714149475098
2,0.7285714149475098
3,0.7795031070709229
4,0.7624223828315735
5,0.6919254660606384
6,0.7102484703063965
7,0.719565212726593
8,0.7251552939414978
9,0.7251552939414978
10,0.7257763743400574
11,0.7267080545425415
12,0.7260869741439819
13,0.7267080545425415
14,0.7273291945457458
15,0.72826087474823
16,0.72826087474823
17,0.72826087474823
18,0.7295030951499939
19,0.730434775352478
20,0.730434775352478
21,0.7307453155517578
22,0.7313664555549622
23,0.7322981357574463
24,0.7363353967666626
25,0.7614907026290894
26,0.852173924446106
27,0.8987577557563782
28,0.9071428775787354
29,0.9375776648521423
30,0.944409966468811
31,0.9574534296989441
32,0.9630434513092041
33,0.9642857313156128
34,0.9667701721191406
35,0.9664596319198608
36,0.9689440727233887
37,0.9692546725273132
38,0.9708074331283569
39,0.9701863527297974
40,0.9701863527297974
41,0.9689440727233887
42,0.9680124521255493
43,0.9680124521255493
44,0.9680124521255493
45,0.9692546725273132
46,0.9670807719230652
47,0.9686335325241089
48,0.9683229923248291
49,0.9680124521255493
50,0.9680124521255493
51,0.967391312122345
52,0.9670807719230652
53,0.9670807719230652
54,0.9670807719230652
55,0.967391312122345
56,0.9670807719230652
57,0.9670807719230652
58,0.9667701721191406
59,0.9639751315116882
60,0.9664596319198608
61,0.966149091720581
62,0.9655279517173767
63,0.9636645913124084
64,0.9655279517173767
65,0.9655279517173767
66,0.9652174115180969
67,0.9655279517173767
68,0.9658384919166565
69,0.9649068117141724
70,0.9649068117141724
71,0.9645962715148926
72,0.9645962715148926
73,0.9642857313156128
74,0.9642857313156128
75,0.9642857313156128
76,0.9642857313156128
77,0.9642857313156128
78,0.9642857313156128
79,0.9642857313156128
80,0.9642857313156128
81,0.9639751315116882
82,0.9639751315116882
83,0.9642857313156128
84,0.9658384919166565
85,0.9645962715148926
86,0.9645962715148926
87,0.9645962715148926
88,0.9645962715148926
89,0.960869550704956
90,0.9639751315116882
91,0.9642857313156128
92,0.9642857313156128
93,0.9639751315116882
94,0.9639751315116882
95,0.9652174115180969
96,0.9636645913124084
97,0.9633540511131287
98,0.9633540511131287
99,0.9630434513092041
100,0.9630434513092041
101,0.9639751315116882
102,0.9630434513092041
103,0.9630434513092041
104,0.9627329111099243
105,0.9630434513092041
106,0.9624223709106445
107,0.9630434513092041
108,0.9630434513092041
109,0.9630434513092041
110,0.9627329111099243
111,0.9627329111099243
112,0.9627329111099243
113,0.9636645913124084
114,0.9633540511131287
115,0.9630434513092041
116,0.9630434513092041
117,0.9630434513092041
118,0.9636645913124084
119,0.9630434513092041
120,0.9630434513092041
121,0.9630434513092041
122,0.9630434513092041
123,0.9636645913124084
124,0.9630434513092041
125,0.9630434513092041
126,0.9630434513092041
127,0.9630434513092041
128,0.9639751315116882
129,0.9633540511131287
130,0.9633540511131287
131,0.9633540511131287
132,0.9633540511131287
133,0.9630434513092041
134,0.9636645913124084
135,0.9633540511131287
136,0.9633540511131287
137,0.9633540511131287
138,0.9624223709106445
139,0.9633540511131287
