,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,-0.005824866,0.0062474003,-0.0060459985,-0.00844209,-0.008436263,-0.0057059894,0.0062601254,4.537409e-05,-0.004974779,0.0059020286,-0.008444593,3.301971e-05,0.005779271,-0.006027519,-0.004493363,0.007786777,0.0077915885,0.0054981164,0.006196996,0.0077899047,0.00629578,0.0060201106,0.0063036853,0.0077871187,-0.005478703,0.006230652,-0.004471892,0.005923023,-0.008438071,0.005916785,-0.008446792,-0.00600763,0.006207133,-0.005349835,-0.008434106,-0.008446097,0.006196559,0.007789185,-0.00845581,0.0062543526,4.9037302e-05,4.579969e-05,-0.0061938474,-0.005955424,-0.00611757,-0.008445186,-0.008444064,-0.006061562,0.0063429954,0.006486082,0.0062222052,0.0077891597,0.0052736895,-0.008447579,0.006518035,0.007789048,0.007781975,-0.0062421025,0.006226564,-0.005974483,0.0064212885,0.006178245,0.007792633,0.007790717,0.006126396,-0.0056707943,0.0062128687,-0.0049780672,0.007789605,-0.006100026,-0.008447663,0.006140776,-0.008443992,0.0077858903,4.9541675e-05,0.0062941173,-0.0045981193,-0.0049898494,0.0077884193,-0.006122819,0.007783607,0.0077838656,0.005555644,0.007789195,0.007791897,-0.00844703,-0.0061802296,-0.0054918122,-0.008439212,0.006256633,5.5540444e-05,-0.006195926,0.007790505,5.1749084e-05,-0.008449006,0.00779072,4.2654323e-05,0.0061601293,0.006365902,-0.008433278,0.0064054914,0.0062150043,-0.008436998,-0.0055591837,0.005985089,0.0061852243,0.0077922614,0.0056868074,0.0077835573,-0.008454946,0.0064641954,-0.00845456,0.007789869,0.00599817,-0.005696289,0.0077869203,-0.008448845,0.006235883,0.0077909445,0.0061284793,-0.008434085,-0.003693787,0.006319781,0.0062690596,0.007789285,0.0062536853,0.0077841044,0.003598249,-0.00844062,-0.00417243,0.00627973,0.0060095927,0.0063843303,-0.008453148,2.0631898e-05,-0.0059492383,-0.005838158,-0.008438375,-0.008448594,0.0077846567,0.0062157745,0.0056141545,-0.005383363,-0.0060005276,-0.006068619,-0.005965091,-0.005809894,3.621899e-05,-0.008441157,0.0064090765
1,-0.005814583,0.0061920574,-0.0060183615,-0.006349399,-0.0063508423,-0.0056978557,0.0062019303,0.00013252531,-0.005024034,0.0058756727,-0.0063613383,9.37028e-05,0.0057563013,-0.0060018366,-0.0045619705,0.0060450416,0.006045233,0.0055067823,0.006143456,0.0060442653,0.0062341345,0.005976206,0.0062416927,0.006037311,-0.0054896227,0.0061743134,-0.004547518,0.005893712,-0.006348148,0.0058892895,-0.006351682,-0.005973721,0.0061522,-0.005366861,-0.0063497094,-0.0063572736,0.0061415075,0.0060394807,-0.0063659106,0.006198528,0.00014073182,0.00013067175,-0.006151387,-0.0059303357,-0.0060826945,-0.0063549033,-0.006355178,-0.00602966,0.006276638,0.006405129,0.006166914,0.0060462207,0.005303383,-0.0063522616,0.0064419983,0.0060425494,0.0060426146,-0.0061920667,0.0061732107,-0.005942932,0.0063463706,0.006125057,0.0060462505,0.006044445,0.006078397,-0.005665721,0.0061576557,-0.0050237197,0.006041959,-0.0060643824,-0.0063551427,0.006093003,-0.0063543674,0.0060454803,0.00013558887,0.006230208,-0.0046580248,-0.005032838,0.0060418136,-0.0060844608,0.0060412516,0.0060413494,0.005561686,0.0060416567,0.006045052,-0.0063574826,-0.0061416365,-0.0054949797,-0.0063558915,0.0061962744,0.00015507688,-0.006153645,0.0060445475,0.000146521,-0.0063616466,0.00604572,0.00012545161,0.0061065163,0.006298989,-0.0063461657,0.0063362955,0.006157982,-0.0063470914,-0.0055674254,0.005950716,0.006131732,0.0060394164,0.0056811473,0.006043377,-0.006362484,0.0063906424,-0.006364416,0.006038747,0.0059629125,-0.005685291,0.0060463836,-0.0063581653,0.006179832,0.006043027,0.006077509,-0.0063488153,-0.0037903967,0.006255383,0.006208734,0.0060374574,0.0061968393,0.0060381847,0.0037418646,-0.0063580065,-0.004257683,0.006217995,0.0059750564,0.0063139256,-0.0063667367,4.446473e-05,-0.0059241382,-0.0058214883,-0.0063501643,-0.006359629,0.006044289,0.0061632213,0.0056089056,-0.0054044547,-0.0059720464,-0.006035859,-0.0059421104,-0.0058010723,9.653421e-05,-0.0063564563,0.0063401163
2,-0.0052927593,0.005567426,-0.005479111,-0.0069813435,-0.0069782,-0.0051922705,0.005578514,6.7528956e-05,-0.004586403,0.0052844305,-0.0069862623,4.9993247e-05,0.0051823175,-0.005459758,-0.004180295,0.006551004,0.006547738,0.0049500843,0.005525601,0.0065490957,0.005605895,0.005379319,0.005615468,0.0065512294,-0.005004061,0.005553205,-0.0041684713,0.0052971737,-0.0069786194,0.005296761,-0.0069767605,-0.0054432955,0.005532956,-0.00489713,-0.0069710305,-0.006977692,0.005518824,0.006546236,-0.006991282,0.005575777,7.563367e-05,6.7458306e-05,-0.0055988063,-0.005401125,-0.0055348277,-0.00698203,-0.006981874,-0.0054891882,0.0056489613,0.005764982,0.005543746,0.0065473174,0.0047669294,-0.0069814236,0.005793955,0.0065517635,0.0065513984,-0.005637464,0.0055540036,-0.00541466,0.0057131005,0.005512298,0.006553746,0.0065521607,0.0054643285,-0.005163395,0.005540629,-0.0045795827,0.0065520024,-0.0055176276,-0.0069877286,0.005480357,-0.006978235,0.006548093,6.973179e-05,0.0056060897,-0.004272333,-0.004596615,0.0065515223,-0.0055366717,0.0065506217,0.006550285,0.005003285,0.006552046,0.006553273,-0.0069781984,-0.0055910004,-0.0050151213,-0.0069796285,0.005574238,7.8917845e-05,-0.005600876,0.006550574,7.865231e-05,-0.006986117,0.006554805,6.550901e-05,0.005495514,0.005667676,-0.006978144,0.005700924,0.0055398974,-0.006968388,-0.005073475,0.005350581,0.0055159624,0.0065546003,0.0051097865,0.0065517905,-0.0069896234,0.0057498873,-0.0069891666,0.006552373,0.0053629656,-0.005184289,0.00654836,-0.006982503,0.005559343,0.0065501076,0.005463086,-0.0069773146,-0.0035019366,0.005627709,0.0055847275,0.0065510324,0.0055744178,0.0065517887,0.0033787952,-0.0069808294,-0.0039113774,0.0055919387,0.0053710327,0.005681708,-0.0069929333,2.6244556e-05,-0.00539505,-0.005300814,-0.0069735353,-0.0069861207,0.006552164,0.005542425,0.0050470443,-0.004928567,-0.005434109,-0.005496302,-0.0054104794,-0.0052835457,5.021308e-05,-0.006977224,0.005702197
3,-0.0056843273,0.006054221,-0.005889653,-0.008240289,-0.0082314825,-0.0055647553,0.0060651023,6.174685e-05,-0.0048814653,0.005732924,-0.008248939,4.6855264e-05,0.005617092,-0.0058735227,-0.004414628,0.00757294,0.0075739124,0.0053550275,0.0060051274,0.0075675775,0.006097527,0.0058414,0.0061040632,0.0075690295,-0.00535326,0.006036408,-0.004398139,0.005748604,-0.008237828,0.005744367,-0.008238493,-0.005847345,0.006009994,-0.005233038,-0.008238025,-0.008243184,0.0060054753,0.0075706593,-0.008254001,0.0060564936,6.842997e-05,6.475433e-05,-0.0060245423,-0.0058026705,-0.005954791,-0.008243472,-0.008238779,-0.0059002982,0.006142897,0.0062745293,0.0060295877,0.0075737964,0.005146932,-0.0082426835,0.0063066185,0.007569195,0.00756927,-0.0060693827,0.006036311,-0.0058144378,0.006213819,0.0059902905,0.0075681936,0.0075714067,0.0059397467,-0.005534696,0.006022209,-0.0048822537,0.0075722323,-0.005935652,-0.00824752,0.0059520006,-0.008240387,0.0075734137,6.539633e-05,0.006094444,-0.004519463,-0.0048926002,0.007568968,-0.0059574735,0.0075659268,0.0075667836,0.005415623,0.0075657475,0.0075755795,-0.0082463045,-0.006016056,-0.005366496,-0.008241421,0.0060607274,7.428001e-05,-0.0060266433,0.0075739757,7.023257e-05,-0.008244605,0.0075690593,6.150224e-05,0.0059715398,0.0061635477,-0.008233299,0.006201266,0.006022825,-0.008234776,-0.005430571,0.0058084927,0.005993058,0.00756866,0.005534491,0.0075721364,-0.008256554,0.0062546902,-0.008249582,0.007572449,0.005819173,-0.005557098,0.0075715138,-0.008239223,0.006039566,0.0075661535,0.0059376447,-0.008231234,-0.0036549028,0.006121798,0.006071771,0.007571148,0.0060595428,0.0075724614,0.0035569866,-0.008236937,-0.0041088434,0.0060828943,0.0058349594,0.006179806,-0.008254081,2.5137835e-05,-0.0057911635,-0.0056866943,-0.008233971,-0.008241373,0.0075698807,0.0060257697,0.0054607135,-0.005263882,-0.005843656,-0.005909131,-0.005810479,-0.0056682355,4.6707413e-05,-0.008243432,0.006204803
4,-0.006223252,0.006707771,-0.006446358,-0.0077352272,-0.007726962,-0.0060966085,0.006713857,0.00011682122,-0.005344715,0.006364304,-0.007741932,8.357462e-05,0.0062397853,-0.0064272434,-0.004819476,0.0071657677,0.0071673077,0.005956724,0.0066555957,0.0071673538,0.0067509273,0.006480578,0.006759722,0.00716576,-0.0058660307,0.0066885767,-0.0048052114,0.0063832053,-0.007731877,0.0063769887,-0.0077388003,-0.0064035603,0.00666511,-0.0057350523,-0.007731756,-0.0077378885,0.0066530136,0.0071667647,-0.007741825,0.00671627,0.00012668432,0.00011800543,-0.0065912507,-0.0063469834,-0.006516626,-0.0077376124,-0.007736878,-0.0064589973,0.0068037813,0.006940375,0.0066809463,0.007167692,0.0057291854,-0.007737538,0.0069753,0.0071649337,0.007160133,-0.006638327,0.006689378,-0.006363266,0.0068772803,0.0066385106,0.0071649808,0.007167164,0.006587922,-0.0060609877,0.0066727283,-0.0053413436,0.007163404,-0.006495524,-0.007744276,0.0066010584,-0.007730944,0.007164151,0.000121212666,0.006751436,-0.004934942,-0.0053476878,0.007165653,-0.006519664,0.007162249,0.007160102,0.0060223723,0.0071600573,0.0071693147,-0.0077372883,-0.006582058,-0.0058735996,-0.0077351644,0.006714277,0.0001388291,-0.006592505,0.007166285,0.00013095816,-0.007737215,0.007168189,0.00010957773,0.0066190343,0.00682377,-0.0077263825,0.006862886,0.0066731223,-0.007723195,-0.0059527447,0.006446179,0.006643428,0.0071680574,0.0061508203,0.007165042,-0.0077479742,0.006920603,-0.0077449377,0.0071656443,0.0064593013,-0.0060838126,0.0071650594,-0.0077381744,0.0066936277,0.0071646115,0.006587344,-0.007732235,-0.0039479267,0.0067784544,0.006726636,0.0071659214,0.0067111184,0.0071667214,0.0039451234,-0.007735438,-0.0044765654,0.0067374604,0.0064690197,0.0068371138,-0.007744365,4.096381e-05,-0.0063449615,-0.0062318984,-0.0077302535,-0.007739069,0.007165798,0.0066761584,0.006070859,-0.005766467,-0.0063937665,-0.006465364,-0.006363374,-0.006209447,8.6704305e-05,-0.007735431,0.0068664933
5,-0.006095774,0.006545175,-0.0063157002,-0.0071401577,-0.0071324985,-0.00597561,0.0065561654,0.00012958377,-0.005242332,0.0062098047,-0.007145451,9.3051065e-05,0.0060840985,-0.006295324,-0.00474873,0.0066804057,0.0066810166,0.005805685,0.006489065,0.0066797393,0.006589966,0.00631981,0.0065956996,0.006673421,-0.005751525,0.006528049,-0.004730402,0.0062300484,-0.0071367463,0.006224788,-0.0071394364,-0.0062737972,0.0065043215,-0.0056213047,-0.007135921,-0.0071462533,0.006494709,0.0066783777,-0.007151151,0.006554716,0.00014138361,0.0001306742,-0.006456998,-0.006224278,-0.0063843653,-0.0071440553,-0.007141881,-0.0063275998,0.0066394657,0.0067736465,0.0065166354,0.006682423,0.005594789,-0.0071445326,0.00680916,0.006678763,0.0066765524,-0.006504397,0.0065286644,-0.0062362948,0.0067126383,0.00647885,0.006681907,0.0066812695,0.0064287637,-0.0059407973,0.006511688,-0.005238624,0.0066737756,-0.0063649244,-0.007149384,0.0064395946,-0.0071343165,0.0066809836,0.00013857592,0.0065888087,-0.004857996,-0.0052550123,0.006679426,-0.0063847094,0.00667954,0.0066796434,0.005877382,0.0066799517,0.006681281,-0.0071452465,-0.0064483373,-0.0057552913,-0.0071393535,0.006545856,0.00015411623,-0.0064593735,0.006678116,0.00014655497,-0.007147188,0.0066819964,0.00012259516,0.006456527,0.0066575324,-0.007130924,0.0066976077,0.0065118787,-0.0071325838,-0.0058350996,0.006290776,0.0064781234,0.0066785007,0.006002465,0.0066808597,-0.0071521117,0.006753183,-0.0071448125,0.0066805216,0.0063007004,-0.005964571,0.006681136,-0.0071423217,0.0065328926,0.006677192,0.00642582,-0.007134721,-0.0039110417,0.0066158734,0.006561773,0.0066801705,0.0065504415,0.006680552,0.0038883756,-0.007140636,-0.0044141333,0.0065747015,0.006316314,0.0066740867,-0.007155601,4.4798133e-05,-0.006216835,-0.006105496,-0.007130409,-0.0071472083,0.0066788145,0.0065164315,0.0059261564,-0.0056564873,-0.006265302,-0.0063364995,-0.006234716,-0.0060847234,9.7178345e-05,-0.007141291,0.006702525
6,-0.006162228,0.006626923,-0.006388921,-0.0077349297,-0.007733959,-0.006030754,0.006638317,0.00010519057,-0.005270795,0.006270715,-0.007741075,7.4942094e-05,0.0061449795,-0.006371077,-0.0047653485,0.0071921814,0.007193038,0.0058554136,0.0065731625,0.0071866624,0.0066739363,0.006391457,0.0066830465,0.0071900743,-0.0057993825,0.006605425,-0.004741412,0.0062934216,-0.007728506,0.00628814,-0.0077349045,-0.006344361,0.006583529,-0.005666288,-0.0077347485,-0.0077390443,0.006570876,0.0071922434,-0.007746644,0.006634722,0.0001141093,0.00010475673,-0.006537487,-0.0062931455,-0.006461169,-0.007736818,-0.0077364016,-0.006402072,0.0067234887,0.00686526,0.006590485,0.0071945246,0.0056273486,-0.00773871,0.006905399,0.0071901134,0.0071904766,-0.006587403,0.0066085756,-0.0063107815,0.006801405,0.006555453,0.007192327,0.007192795,0.006503237,-0.005995954,0.006589991,-0.005270533,0.007191386,-0.006440837,-0.0077435016,0.0065162857,-0.007731429,0.0071867495,0.00010922133,0.006672486,-0.004874271,-0.0052875294,0.00718979,-0.006464064,0.0071918294,0.007191718,0.0059232917,0.007188972,0.0071908417,-0.007738468,-0.0065284655,-0.0058099777,-0.0077353525,0.006634155,0.00012355049,-0.006538697,0.007186631,0.00011715256,-0.007736673,0.0071887732,9.829945e-05,0.006535167,0.0067467624,-0.007730619,0.0067881565,0.0065913578,-0.0077238474,-0.0058843642,0.0063576354,0.006559883,0.0071871444,0.0060532936,0.0071911896,-0.0077485275,0.006848457,-0.007743901,0.007187516,0.0063705514,-0.006022874,0.0071907123,-0.0077405064,0.006613511,0.007191367,0.0065031075,-0.007733408,-0.0039112046,0.0067007807,0.0066466057,0.007188073,0.0066327527,0.0071896138,0.0038677952,-0.0077381846,-0.004424364,0.0066578914,0.0063840616,0.0067631863,-0.007750914,3.7246915e-05,-0.006285363,-0.00617008,-0.0077320007,-0.007743863,0.0071885493,0.0065938113,0.0059738248,-0.005703185,-0.0063382233,-0.006405464,-0.0063035754,-0.006146861,7.7810386e-05,-0.007738172,0.0067922533
7,-0.0044602226,0.0045021106,-0.004602219,-0.0070368415,-0.0070326426,-0.0043796534,0.004509035,-2.0073428e-05,-0.0039169253,0.0042731888,-0.007045153,-1.3541029e-05,0.0041942867,-0.00459244,-0.0036213808,0.0066700117,0.0066767093,0.004008041,0.0044658035,0.006669132,0.0045326226,0.0043507246,0.004538592,0.006672502,-0.0042295344,0.004488155,-0.003609562,0.004287471,-0.007036288,0.0042843292,-0.0070406664,-0.004575773,0.004473652,-0.0041514332,-0.0070362478,-0.0070385505,0.00446007,0.006674432,-0.0070475843,0.004506634,-1.990009e-05,-2.0847732e-05,-0.004699849,-0.0045395507,-0.0046500177,-0.0070330957,-0.007032351,-0.0046119355,0.00456414,0.0046580387,0.00448072,0.0066768453,0.0038788929,-0.0070397262,0.00468549,0.0066686245,0.0066704983,-0.004731732,0.00448929,-0.0045518414,0.0046156626,0.0044553615,0.006676612,0.006669914,0.004419883,-0.004351313,0.004478002,-0.003920694,0.006668837,-0.0046367706,-0.0070371297,0.004428968,-0.00703677,0.006669693,-2.0091573e-05,0.004530986,-0.0036847352,-0.0039245402,0.0066753738,-0.0046519134,0.006674355,0.0066749407,0.0040591992,0.0066680955,0.0066749724,-0.0070344885,-0.0046937214,-0.004243037,-0.0070309476,0.0045060846,-2.3941542e-05,-0.004701126,0.0066750934,-2.1089973e-05,-0.007042848,0.0066744797,-1.9181643e-05,0.004442377,0.00458074,-0.0070334235,0.0046063503,0.004478433,-0.0070271324,-0.004289034,0.0043281484,0.004459083,0.0066742566,0.0041387975,0.0066689234,-0.0070452224,0.0046474733,-0.0070454185,0.0066734906,0.0043369513,-0.0043729595,0.006673371,-0.0070417705,0.004493032,0.006676116,0.004421682,-0.007035566,-0.003125375,0.0045475233,0.00451235,0.006674864,0.0045053395,0.0066727474,0.0028593454,-0.0070373802,-0.0034232237,0.004520904,0.0043460038,0.0045866664,-0.007046803,2.1135215e-06,-0.0045361263,-0.0044647106,-0.007031943,-0.007042992,0.006668774,0.004476293,0.0040905257,-0.004177384,-0.004568117,-0.0046153464,-0.004546037,-0.004445459,-1.3619245e-05,-0.007032593,0.004609842
8,-0.006480136,0.0070433803,-0.006723103,-0.0075544305,-0.007553668,-0.006338784,0.0070551066,0.00013697696,-0.0055225776,0.006664963,-0.0075629256,9.949446e-05,0.006527498,-0.006703397,-0.004971947,0.0070284056,0.0070322296,0.006218414,0.006984742,0.0070288023,0.0070930347,0.0067918557,0.0071025435,0.007029549,-0.006090377,0.0070214793,-0.004949954,0.0066870553,-0.0075548543,0.0066814874,-0.007557985,-0.006675834,0.006996732,-0.005947683,-0.007554492,-0.0075548836,0.006985214,0.0070300475,-0.0075705373,0.007052832,0.00014822635,0.00014145607,-0.006880473,-0.00662032,-0.00679925,-0.007556993,-0.0075509483,-0.0067366147,0.007149124,0.007299127,0.007010639,0.0070261806,0.0059693577,-0.007560132,0.0073377625,0.007022862,0.007026465,-0.0069341506,0.0070223147,-0.006636379,0.007230446,0.0069668903,0.007032434,0.007026834,0.0069112987,-0.0062988168,0.0070007746,-0.0055258344,0.0070247855,-0.0067735207,-0.00756484,0.0069255074,-0.0075552077,0.0070256726,0.00014674666,0.0070916577,-0.0050917557,-0.0055377916,0.0070281173,-0.0068014353,0.0070295967,0.0070274193,0.0062892684,0.007028631,0.0070254155,-0.007562247,-0.0068714404,-0.006102451,-0.007557618,0.007047747,0.0001620533,-0.00688347,0.0070288344,0.00015509718,-0.0075571784,0.0070311106,0.00012944288,0.006944119,0.007166668,-0.007550223,0.0072098575,0.0070026894,-0.0075500584,-0.006184442,0.0067554684,0.0069691283,0.007030122,0.0064306743,0.007029509,-0.007568917,0.007278323,-0.0075630555,0.007025119,0.0067648403,-0.0063254777,0.007032571,-0.007561663,0.0070282994,0.0070288964,0.00691087,-0.007551591,-0.0040452546,0.007119713,0.007064332,0.0070294347,0.0070491983,0.0070300195,0.00405693,-0.0075575695,-0.0046004513,0.0070758564,0.0067849457,0.0071897176,-0.0075697694,4.643976e-05,-0.006612108,-0.0064885,-0.007552579,-0.00756251,0.0070281606,0.007009121,0.0063432273,-0.005981745,-0.00666518,-0.0067455554,-0.0066323513,-0.006462871,0.000102368234,-0.007557007,0.007218048
9,-0.005546281,0.0058913496,-0.0057534995,-0.00841631,-0.008404959,-0.0054292995,0.005905733,2.9811834e-05,-0.004744977,0.0055665844,-0.008425207,2.2262266e-05,0.00544891,-0.005738249,-0.004292521,0.0077520353,0.0077553266,0.0051789205,0.005843454,0.007752411,0.0059393095,0.005668982,0.005947836,0.007750046,-0.0052150465,0.0058776313,-0.004279869,0.005585688,-0.008413217,0.0055784234,-0.008419333,-0.0057144235,0.0058547715,-0.0050969142,-0.008410092,-0.008419994,0.0058445567,0.007752477,-0.008424208,0.0059036026,3.3774213e-05,3.1721695e-05,-0.0058916938,-0.0056642145,-0.005820898,-0.008416148,-0.008409289,-0.0057648327,0.0059823203,0.006120442,0.005865909,0.0077505927,0.004974502,-0.008420865,0.0061553475,0.0077497116,0.0077469936,-0.005936968,0.005877762,-0.00568214,0.006059607,0.0058291,0.0077552935,0.0077498495,0.0057768277,-0.0053964946,0.005860272,-0.0047479453,0.0077519175,-0.005802419,-0.008420838,0.005788871,-0.008410318,0.007754299,3.2841737e-05,0.0059375754,-0.004394353,-0.0047585666,0.0077482094,-0.005822116,0.0077517135,0.007748777,0.005245309,0.0077448287,0.0077496273,-0.008417241,-0.0058829584,-0.005226916,-0.00841325,0.005901471,3.7269852e-05,-0.005891163,0.0077531086,3.3485463e-05,-0.008422715,0.007748023,3.1053907e-05,0.0058082915,0.0060076043,-0.008404033,0.0060418975,0.0058622635,-0.008406311,-0.0052948035,0.0056438316,0.005833595,0.0077536493,0.0053640725,0.0077459845,-0.00842215,0.0061007137,-0.008426869,0.007751467,0.0056572873,-0.005420326,0.007748492,-0.008418328,0.0058836555,0.007749518,0.005779639,-0.008409971,-0.0035590897,0.005962716,0.005910755,0.007751787,0.005900484,0.0077511016,0.0034206125,-0.008416821,-0.004000299,0.0059240838,0.005670367,0.006020851,-0.008431608,1.6601047e-05,-0.005659803,-0.0055543436,-0.0084019825,-0.008420823,0.007751651,0.005858873,0.005289558,-0.005129391,-0.0057079555,-0.0057748035,-0.0056762192,-0.005532899,2.3208566e-05,-0.0084166145,0.0060449373
