,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.014015664,-0.014015783,-0.009645812,-0.00963864,-0.014016442,0.00862717,0.008851014,0.014018808,-0.0096310405,0.014016863,-0.014018401,0.014018797,0.014014128,-0.014020969,0.008767931,0.014016327,-0.014014428,-0.009841577,0.01401838,0.008724117
1,-0.009407624,-0.009407498,-0.007140374,-0.0071350336,-0.00940817,0.0063070375,0.0064801346,0.00940676,-0.007128194,0.009405312,-0.009409813,0.00940696,0.009403453,-0.009411325,0.0064155157,0.009404781,-0.009406521,-0.0073147872,0.0094064055,0.006379496
2,-0.01100825,-0.0110082645,-0.004851318,-0.00484693,-0.011009082,0.0042287786,0.0043541985,0.0110090645,-0.00484161,0.011007223,-0.011011166,0.011009033,0.011004634,-0.011013197,0.0043073506,0.0110066375,-0.0110069355,-0.0049866606,0.0110085765,0.004282358
3,-0.014149367,-0.014149352,-0.00972279,-0.009718327,-0.014150392,0.0090657,0.0092135295,0.014152428,-0.00971371,0.014149628,-0.0141532635,0.014152538,0.014145202,-0.01415694,0.009159104,0.01414844,-0.014147102,-0.009845456,0.0141516635,0.009130103
4,-0.012824851,-0.012824995,-0.012653637,-0.012650709,-0.012825521,0.012163199,0.012280821,0.0128273945,-0.012647285,0.012825534,-0.01282737,0.012827381,0.012823045,-0.012829736,0.012238189,0.012825015,-0.012823428,-0.012736131,0.012826906,0.012214863
5,-0.0114259105,-0.011425873,-0.01172224,-0.011716399,-0.011427033,0.010865103,0.011057337,0.011426829,-0.011710069,0.0114246765,-0.011428651,0.011426716,0.011421883,-0.011431489,0.0109861735,0.011424,-0.011424328,-0.011881535,0.011426229,0.010948577
6,-0.012438435,-0.012438327,-0.010473477,-0.010466437,-0.012439069,0.009469686,0.009690649,0.012440322,-0.010458888,0.012438659,-0.01244095,0.012440616,0.01243589,-0.012443332,0.009608811,0.012437813,-0.0124370465,-0.010663423,0.012439823,0.009565408
7,-0.01075918,-0.010758241,0.0010790504,0.0010827282,-0.010759109,-0.0016751583,-0.0015602409,0.0107581625,0.001088574,0.010757005,-0.010760142,0.010758129,0.010755283,-0.010761787,-0.0016035923,0.010756341,-0.01075728,0.00094429986,0.010757883,-0.0016266453
8,-0.01223601,-0.012235878,-0.01375056,-0.0137439715,-0.0122364685,0.012764093,0.012987309,0.012237446,-0.01373669,0.012235745,-0.0122383805,0.012237465,0.012233463,-0.012240314,0.012905448,0.012235259,-0.012234527,-0.013931304,0.01223751,0.012861192
9,-0.014191578,-0.014191434,-0.0068597165,-0.006851849,-0.014192622,0.0057688584,0.0060000625,0.014194547,-0.006843105,0.014192245,-0.014195031,0.014194554,0.014188287,-0.014198106,0.0059135524,0.014191078,-0.014189547,-0.0070800586,0.014194304,0.0058683953
10,-0.011595382,-0.0115951095,-0.0075717266,-0.007566891,-0.0115961805,0.0069389553,0.007071627,0.011596417,-0.0075609386,0.011594052,-0.011598367,0.01159653,0.01159074,-0.011601713,0.007022468,0.011593238,-0.011593298,-0.0077013485,0.011595919,0.0069943327
11,-0.013337723,-0.013337784,-0.0019050738,-0.0019024729,-0.013338666,0.0014542075,0.0015436446,0.013341186,-0.001897666,0.0133391805,-0.013340347,0.013340858,0.013336426,-0.013342621,0.0015100281,0.013338294,-0.013336469,-0.0020060148,0.0133404145,0.0014923145
12,-0.01352048,-0.013520714,-0.005526369,-0.005523303,-0.013521461,0.005064278,0.005167268,0.0135227945,-0.0055199186,0.013520821,-0.013524173,0.013522816,0.013516768,-0.0135270385,0.005129325,0.013519383,-0.013518967,-0.0056141564,0.013522115,0.005108974
13,-0.012826178,-0.012826181,-0.009757548,-0.0097525595,-0.012827226,0.009016825,0.009184167,0.012828135,-0.009747178,0.012825955,-0.01282964,0.012828351,0.012822027,-0.012832664,0.009122694,0.0128248995,-0.01282422,-0.009893422,0.012827446,0.009089539
14,-0.012213419,-0.012213791,-0.005016179,-0.0050144657,-0.012214369,0.004788216,0.004836514,0.012214962,-0.005012617,0.012212765,-0.012216556,0.012214858,0.012209756,-0.012219236,0.0048185913,0.012212239,-0.012211764,-0.005063969,0.012214343,0.004809106
15,-0.014955222,-0.014955233,-0.008103076,-0.008095478,-0.014956565,0.0069831437,0.0072345342,0.01495834,-0.0080858935,0.014955586,-0.01495909,0.014958136,0.01495125,-0.014962732,0.0071409293,0.014954377,-0.01495327,-0.008310894,0.014957354,0.007092014
16,-0.014661937,-0.014661715,-0.006131379,-0.0061267996,-0.01466308,0.0053857034,0.0055491645,0.014665084,-0.006121333,0.014662532,-0.014665553,0.014665104,0.014658883,-0.014668531,0.005488409,0.014661838,-0.014659921,-0.006277324,0.0146644665,0.0054564686
17,-0.01389356,-0.013893558,-0.005327616,-0.0053184745,-0.0138944695,0.004048958,0.0043250923,0.013896148,-0.0053085564,0.013894004,-0.01389658,0.013896312,0.013890953,-0.013899283,0.004222852,0.01389325,-0.013892567,-0.0055774827,0.013896071,0.0041681873
18,-0.0112573905,-0.011257367,-0.013033519,-0.013027892,-0.01125892,0.012231894,0.012418716,0.011257656,-0.013022295,0.011254616,-0.011261622,0.011257655,0.011250387,-0.011265355,0.012350559,0.0112535255,-0.011255031,-0.013172717,0.011256855,0.01231352
19,-0.012324424,-0.012324454,-0.0013299867,-0.0013216733,-0.012325249,0.00022215293,0.00045629297,0.012325188,-0.0013123332,0.012323141,-0.012327502,0.012325195,0.012320278,-0.012330056,0.00036920098,0.012322433,-0.012322798,-0.0015530286,0.012324762,0.00032272685
20,-0.0138201015,-0.013820078,-0.0066910265,-0.006683466,-0.013821172,0.0056341235,0.005868789,0.013821831,-0.006676024,0.013820028,-0.013822764,0.013821802,0.013817667,-0.013824688,0.0057842424,0.013819701,-0.013819218,-0.006887023,0.013821359,0.005736712
21,-0.0127525,-0.01275276,-0.004039413,-0.0040339916,-0.012753366,0.0032169637,0.003393818,0.012753892,-0.0040274085,0.012752109,-0.012754613,0.012753606,0.012749981,-0.012756658,0.0033285317,0.012751642,-0.012751421,-0.0042047035,0.012753409,0.0032936558
22,-0.015242582,-0.015242738,-0.008567161,-0.008560883,-0.015243309,0.0076395567,0.007849163,0.01524662,-0.008554177,0.015244757,-0.015245413,0.015247059,0.015241958,-0.0152474865,0.0077728983,0.015244227,-0.015241198,-0.008736844,0.015246122,0.0077311983
23,-0.015479431,-0.015479618,-0.011761699,-0.011755174,-0.015480528,0.010764485,0.010992803,0.015483827,-0.011747973,0.015481928,-0.015482093,0.015483824,0.0154789565,-0.0154844755,0.0109091895,0.015481228,-0.015478053,-0.011941298,0.015483318,0.01086386
24,-0.013271008,-0.013270972,-0.0031197097,-0.0031135923,-0.013271705,0.0025316258,0.002653578,0.013273326,-0.0031104218,0.013272633,-0.013273332,0.01327335,0.013269139,-0.013275476,0.002606677,0.013271057,-0.013269725,-0.003243163,0.013273227,0.002584279
25,-0.014976991,-0.014976681,-0.01609655,-0.016088536,-0.014977538,0.014863957,0.015143069,0.014980424,-0.016079536,0.014978913,-0.014979968,0.014980438,0.014975318,-0.01498217,0.01504064,0.014977628,-0.014975163,-0.01632248,0.014979992,0.014985464
26,-0.014254601,-0.014254585,-0.010221445,-0.010214475,-0.01425553,0.009216044,0.009435136,0.014258615,-0.010206607,0.014256875,-0.014257441,0.014258513,0.014254238,-0.014259433,0.009354149,0.014256132,-0.014253406,-0.010416765,0.014258024,0.009310812
27,-0.015160706,-0.015160071,-0.012565636,-0.012560812,-0.015161159,0.011826631,0.011997218,0.015164542,-0.012555524,0.015161784,-0.015163625,0.015164617,0.015158044,-0.015166693,0.011934718,0.015160873,-0.015158324,-0.012697144,0.015163745,0.011901084
28,-0.013202213,-0.013202102,-0.011679808,-0.01167365,-0.013203277,0.010777498,0.0109781,0.013203673,-0.011666712,0.013200696,-0.013206087,0.013203668,0.0131964935,-0.013210277,0.010904444,0.013199664,-0.013199702,-0.011850808,0.01320291,0.010864684
29,-0.011373508,-0.011373752,-0.01387089,-0.013862643,-0.011374225,0.012646791,0.012917185,0.011374006,-0.013852818,0.011371935,-0.011376383,0.011374073,0.01136888,-0.011378929,0.012817526,0.011371179,-0.011372054,-0.014103752,0.011373501,0.012764009
30,-0.010513742,-0.010513621,-0.0089549245,-0.00894825,-0.010514758,0.00792674,0.008151613,0.0105145015,-0.008940083,0.01051239,-0.010516289,0.010513913,0.010509389,-0.010518842,0.008067934,0.010511385,-0.010512277,-0.009154479,0.010513465,0.008024823
31,-0.0115216,-0.011522539,-0.010556561,-0.010549254,-0.01152225,0.009543425,0.009768667,0.011522468,-0.01054268,0.011520869,-0.011524834,0.011522478,0.011518549,-0.011525894,0.009685757,0.011520283,-0.011521195,-0.010748367,0.011522079,0.009641036
32,-0.010653069,-0.010652946,-0.013564325,-0.013558732,-0.010653776,0.01275296,0.012931522,0.010653555,-0.013552567,0.010651747,-0.01065672,0.010653931,0.010647936,-0.010659449,0.012865989,0.010650395,-0.010651144,-0.013720079,0.010652906,0.012830497
33,-0.0077833096,-0.007782902,-0.0067262235,-0.0067244777,-0.0077834846,0.006494345,0.0065415516,0.007781035,-0.0067224274,0.007779398,-0.007785104,0.0077814297,0.0077773207,-0.007787137,0.006523864,0.0077789747,-0.00778157,-0.0067760576,0.0077810124,0.006514566
34,-0.008749228,-0.008749322,-0.0027533511,-0.0027510684,-0.008750119,0.0024937666,0.0025383902,0.008747953,-0.002748425,0.008745713,-0.0087528275,0.008747953,0.008742712,-0.008755203,0.0025211247,0.008744993,-0.008747456,-0.0028200082,0.008747457,0.0025121928
35,-0.010206711,-0.010206772,-0.00030910916,-0.00030869272,-0.010207881,0.00032892326,0.00031402882,0.010206405,-0.00030867878,0.010203461,-0.010211346,0.010206486,0.010199532,-0.010214669,0.00031986609,0.010202473,-0.010204501,-0.00031839524,0.010205742,0.00032260554
36,-0.007222753,-0.007222759,0.00024714862,0.00024780878,-0.007223384,-0.00025013683,-0.00026340713,0.007219842,0.0002483959,0.0072181574,-0.007225333,0.007219902,0.0072160605,-0.007227159,-0.0002615851,0.007217676,-0.007221387,0.000228366,0.0072194473,-0.00025804323
37,-0.012196067,-0.012195464,-0.00135782,-0.0013575159,-0.0121963695,0.0013132151,0.001318757,0.012196794,-0.0013569824,0.012194525,-0.012198757,0.012196815,0.012191165,-0.012201426,0.0013165156,0.012193858,-0.012193532,-0.0013732618,0.01219675,0.0013153853
38,-0.013047639,-0.0130476635,-0.0051737297,-0.0051661446,-0.013048315,0.004133024,0.004353832,0.013049846,-0.005156657,0.013047871,-0.013050312,0.013049939,0.013045532,-0.013052571,0.004271954,0.0130472975,-0.013046456,-0.005382159,0.013049198,0.0042282753
39,-0.014214858,-0.014215125,-0.0120954625,-0.012087987,-0.014215363,0.010993531,0.011237741,0.014218109,-0.012079663,0.014216714,-0.014216673,0.014218091,0.014214925,-0.014218514,0.011148006,0.014216209,-0.014213876,-0.012303998,0.014217866,0.011099625
