,0,1,2
0,0.00042771632,-0.027051626,-0.0126965055
1,0.00048440017,-0.010450733,-0.0029296041
2,0.00048551467,-0.017944425,0.0018470496
3,0.00082012836,-0.029315814,-0.0173277
4,0.00090187695,-0.024078526,-0.027991436
5,0.00065894966,-0.018514145,-0.018221406
6,0.00051036646,-0.022191849,-0.014414303
7,-0.00019429682,-0.014101678,0.020074256
8,0.0007224049,-0.02084286,-0.026159296
9,0.00032122762,-0.028616255,5.1754956e-05
10,0.0007849611,-0.019161906,-0.006059084
11,0.00027281675,-0.025744483,0.007985097
12,0.00040817782,-0.02423628,-0.0047528385
13,0.00057127804,-0.021911928,-0.016747471
14,0.0005530531,-0.02046678,-0.006042231
15,-5.6297908e-05,-0.02750243,-0.008400953
16,0.00018895876,-0.028419817,-0.0048569813
17,-0.00037580976,-0.024245167,0.0016870936
18,0.000733894,-0.017781759,-0.028090304
19,-0.0005562189,-0.019548614,0.013453291
20,-0.00036394582,-0.022228612,-0.00655674
21,-0.0003317292,-0.01907212,0.00305287
22,-9.775906e-05,-0.03027224,-0.011648487
23,0.00024026813,-0.031107424,-0.021256676
24,6.767358e-06,-0.022325542,0.0047965418
25,0.0004800311,-0.029117677,-0.030798351
26,0.000395684,-0.02775661,-0.01266306
27,0.00084554515,-0.031247666,-0.024277784
28,0.00072235195,-0.023442227,-0.019728146
29,0.0006903677,-0.018789252,-0.02198856
30,0.00047049095,-0.01612,-0.008865051
31,0.00049854646,-0.017915806,-0.016921567
32,0.0011198561,-0.017893057,-0.022875443
33,0.0009530741,-0.0057728877,-0.010494549
34,0.0007168437,-0.009796231,0.004533648
35,0.00060391,-0.01620136,0.008194827
36,0.00041959743,-0.003545342,0.012702539
37,0.0004340662,-0.02218489,0.0050022174
38,-0.000107069165,-0.022108747,0.004040124
39,0.00048262413,-0.025431475,-0.017525505
40,0.0006549385,-0.025162816,-0.025826586
41,0.0007347752,-0.03390199,-0.02882175
42,0.0012679535,-0.026979243,-0.04318936
43,0.00096720626,-0.025074787,-0.038980447
44,0.00089139165,-0.024580983,-0.026679432
45,0.00063562783,-0.015635174,-0.0038287628
46,0.00023785242,-0.032260153,0.012659324
47,4.2474367e-05,-0.037962552,-0.00054129935
48,-0.0003603236,-0.041823633,-0.0071871723
49,-0.00022259256,-0.04272527,-0.010219666
50,0.0003066614,-0.022994362,-0.011559056
51,0.00032259338,-0.033226386,-0.025763554
52,0.00042353143,-0.029375682,-0.03676247
53,0.00016706545,-0.028865004,-0.017327225
54,0.00059671386,-0.012831223,-0.025465906
55,5.4196975e-05,-0.020351874,-0.019647459
56,0.00049315614,-0.020827102,-0.026031788
57,0.00012240697,-0.016753113,-0.0075054336
58,-0.00031930243,-0.026280168,0.008042857
59,0.0003502958,-0.024785658,-0.023779076
60,-7.615796e-05,-0.027753312,-0.010040339
61,-2.0172422e-05,-0.037637115,-0.0122032855
62,-2.6564136e-05,-0.021037932,0.008776213
63,0.0007302977,-0.017161135,-0.014877593
64,0.0011459985,-0.013708694,-0.027528338
65,0.00091309426,-0.013724064,-0.016757177
66,-0.000120061915,-0.03479407,0.032066498
67,0.00086853816,-0.014093066,-0.020837674
68,0.0008249783,-0.011394034,-0.0044806027
69,0.00076222623,-0.021950612,-0.016838335
70,0.00057634356,-0.013749876,-0.014330393
71,0.00051332585,-0.007741316,-0.0031229702
72,0.0004131659,-0.017302074,-0.013834261
73,0.00024554523,-0.039763387,-0.012957727
74,0.0009228491,-0.024588643,-0.020637887
75,0.000526271,-0.034629323,-0.009151387
76,0.0007970583,-0.034583785,-0.028748801
77,0.0002845597,-0.022973364,-0.009909947
78,0.0011037228,-0.019392548,-0.031934798
79,0.00042315392,-0.01915237,-0.005914444
80,-0.0001606734,-0.040107165,-0.009563788
81,-0.00056214846,-0.04277248,-0.0036410363
82,0.000597942,-0.042163577,-0.028594336
83,0.00046686857,-0.021197377,-0.011650491
84,0.00049074815,-0.037049513,-0.030649303
85,0.00030069286,-0.03360379,-0.020889552
86,8.893673e-05,-0.016741332,-0.009506632
87,-0.00032736047,-0.029734693,0.0019009487
88,0.000420739,-0.025679966,-0.02377154
89,0.00025790304,-0.02792699,-0.023196107
90,-5.1381467e-05,-0.037317313,-0.016819602
91,-0.0002573418,-0.017051589,0.0017117865
92,0.00014916464,-0.015123522,-0.009508347
93,0.00033521806,-0.02286167,-0.026732845
94,0.00087125646,-0.010755792,-0.0312726
95,0.0011951195,-0.008509214,-0.03596812
96,0.00071423175,-0.021097166,0.0021130391
97,0.00030945768,-0.02935292,-0.0004127371
98,0.00037404886,-0.032612287,-0.011493127
99,0.00096660235,-0.015121146,-0.018905198
100,0.0011458897,-0.0113980705,-0.029248796
