,0,1
0,0.050626528,0.9261615
1,0.92740005,0.07326036
2,0.0638829,0.84371233
3,0.64738274,0.38781115
4,0.09716027,0.8949353
5,0.34724876,0.68630433
6,0.49330696,0.61652285
7,0.18088728,0.8260583
8,0.046132747,0.98501426
9,0.17868142,0.7135352
10,0.49164844,0.42975372
11,0.94309527,0.06268485
12,0.8217573,0.12551247
13,0.8980557,0.18566254
14,0.47903007,0.28847033
15,0.07829091,0.960763
16,0.0993129,0.88255596
17,0.091071166,0.90034974
18,0.5224653,0.5867538
19,0.042154513,0.9449867
20,0.8497176,0.13488698
21,0.053163886,0.9757953
22,0.5001227,0.30477625
23,0.83492196,0.26809016
24,0.16493195,0.92612755
25,0.099842966,0.8959902
26,0.10321289,0.89578485
27,0.59307194,0.34075138
28,0.9270812,0.079689324
29,0.13043222,0.85296905
30,0.60181266,0.38058907
31,0.823849,0.24023934
32,0.113679096,0.8043664
33,0.732289,0.11987885
34,0.1536444,0.8291276
35,0.35121706,0.8921601
36,0.46150208,0.3210474
37,0.6394725,0.33280784
38,0.21369684,0.9577926
39,0.71788657,0.24979602
40,0.5846403,0.26616365
41,0.085382536,0.9601095
42,0.6528937,0.21404903
43,0.6122924,0.44994447
44,0.9074116,0.15835342
45,0.4685312,0.30139634
46,0.6069967,0.5825615
47,0.12647444,0.8549354
48,0.7791787,0.23763835
49,0.04715245,0.97285265
50,0.08341545,0.9062686
51,0.7238606,0.23824193
52,0.100517996,0.88579714
53,0.7108333,0.31798455
54,0.17613466,0.84827316
55,0.82762057,0.6106718
56,0.7495535,0.4484724
57,0.09232046,0.91093826
58,0.21001823,0.9186611
59,0.9402123,0.096299045
60,0.73012924,0.8128205
61,0.912144,0.13820645
62,0.10220937,0.90801495
63,0.8700148,0.082353994
64,0.8104381,0.35142833
65,0.8774744,0.3580877
66,0.94675434,0.1092287
67,0.05089698,0.98440176
68,0.46852398,0.54068506
69,0.9271608,0.066132896
70,0.08964263,0.9025453
71,0.4991984,0.47838265
72,0.8353406,0.29841217
73,0.060003992,0.96267277
74,0.12599747,0.89321345
75,0.09959114,0.7812838
76,0.26938808,0.6269504
77,0.4918162,0.42675063
78,0.80594915,0.27504975
79,0.8278317,0.13151793
80,0.8988673,0.05387828
81,0.91233796,0.07235334
82,0.64234585,0.11421841
83,0.09127041,0.8907342
84,0.83262336,0.09245364
85,0.92327195,0.105004534
86,0.72910166,0.17440255
87,0.8525438,0.20243166
88,0.27464393,0.88296694
89,0.13337941,0.8529341
90,0.36523265,0.8058063
91,0.16108033,0.87725645
92,0.22305737,0.8028804
93,0.3042159,0.18148038
94,0.3871659,0.6440679
95,0.3948191,0.9401761
96,0.8224466,0.23357159
97,0.33240473,0.6992177
98,0.8182232,0.123519175
99,0.8209453,0.18417433
100,0.35464427,0.6149565
101,0.60500544,0.38825217
102,0.80824775,0.09435985
103,0.86315036,0.16488953
104,0.08344065,0.9283967
105,0.061143596,0.94425005
106,0.11685839,0.59907734
107,0.07369106,0.83922046
108,0.8827137,0.0717961
109,0.5496973,0.51606673
110,0.44697788,0.8922224
111,0.06698559,0.9643725
112,0.11278522,0.8111673
113,0.907632,0.1639783
114,0.8279978,0.0619202
115,0.9317965,0.15963814
116,0.20935042,0.8536536
117,0.11799359,0.8894424
118,0.05468825,0.9547771
119,0.72627544,0.041712847
120,0.20377682,0.91172844
121,0.099878475,0.94738764
122,0.28698856,0.77415556
123,0.10897831,0.8985697
124,0.07208654,0.90486264
125,0.119083494,0.9057373
126,0.2872006,0.8122235
127,0.4937082,0.41657275
128,0.14191964,0.95977545
129,0.8884891,0.25678334
130,0.86965674,0.19988966
131,0.92165256,0.21219756
132,0.92376405,0.16463907
133,0.13012043,0.88048613
134,0.0846783,0.9214576
135,0.13664542,0.9562675
136,0.94900334,0.065898485
137,0.18733026,0.7148822
138,0.06572436,0.90451056
