,0,1,2,3
0,0.005261717,-0.01105498,0.010459965,-0.0062495484
1,0.0049553593,-0.007927679,0.007675872,-0.0057230545
2,0.0040262463,-0.008968973,0.008572061,-0.0046995636
3,0.00529134,-0.01096372,0.010276864,-0.006176251
4,0.006453277,-0.01011089,0.009579553,-0.007368643
5,0.006252201,-0.009215548,0.008784616,-0.007197287
6,0.005854196,-0.010041452,0.009548093,-0.006845047
7,0.0020588138,-0.008851669,0.008545293,-0.0025357404
8,0.006826006,-0.009790179,0.009319551,-0.007903048
9,0.0044894926,-0.011079755,0.010440164,-0.0054043243
10,0.004914953,-0.009385568,0.008893034,-0.005685183
11,0.002709141,-0.0106668025,0.010096417,-0.0032884607
12,0.003826799,-0.010654755,0.010058361,-0.0045213783
13,0.0052234065,-0.010180023,0.009615723,-0.006081355
14,0.0038551718,-0.009846059,0.009344688,-0.004461647
15,0.0045772833,-0.011719569,0.011022608,-0.005583374
16,0.004088834,-0.011517271,0.01083505,-0.004939139
17,0.003656,-0.011039534,0.010446991,-0.004594138
18,0.006434218,-0.009060747,0.008558896,-0.0074064266
19,0.0025098743,-0.010014128,0.00955047,-0.0032582013
20,0.004081525,-0.010876964,0.010358788,-0.005011754
21,0.0035362237,-0.010133108,0.009700336,-0.004320316
22,0.004774294,-0.011900688,0.011232368,-0.005751102
23,0.0057450365,-0.012070157,0.01137478,-0.0068292273
24,0.003187948,-0.010600905,0.010082465,-0.0038672127
25,0.007469624,-0.011652408,0.010991307,-0.008764902
26,0.0056406413,-0.011259066,0.01066115,-0.006669486
27,0.006343156,-0.011802912,0.011078944,-0.007387213
28,0.006239078,-0.010323,0.0097206095,-0.00727249
29,0.0071397284,-0.009144534,0.008711808,-0.0082705775
30,0.005429659,-0.008683083,0.008306954,-0.006335634
31,0.0056942357,-0.00936078,0.008953866,-0.006642965
32,0.007090871,-0.0086777685,0.008247168,-0.00808195
33,0.0045441403,-0.0067876237,0.0065981094,-0.005040239
34,0.0033780152,-0.0074346988,0.007144855,-0.0038076562
35,0.0024292045,-0.008324024,0.007898688,-0.0027421338
36,0.002472042,-0.006363102,0.0062363017,-0.0027202205
37,0.0026052634,-0.009696289,0.009195821,-0.0030078227
38,0.004207413,-0.010470461,0.009973724,-0.0051012323
39,0.0064194966,-0.011198178,0.010647159,-0.0075518433
40,0.008048101,-0.01075312,0.0101433555,-0.009453481
41,0.0074660103,-0.012309188,0.011588812,-0.00875308
42,0.008979655,-0.010948334,0.010338325,-0.010278173
43,0.008574568,-0.010716755,0.010128836,-0.00990791
44,0.0066073015,-0.010600121,0.010002703,-0.00761366
45,0.0044895005,-0.0091083255,0.008697078,-0.0051623364
46,0.0015558176,-0.012231573,0.011484758,-0.002026293
47,0.004024851,-0.013500324,0.0126352105,-0.005016181
48,0.005215288,-0.014292152,0.013389846,-0.0065309466
49,0.0047040414,-0.014295296,0.0133337,-0.0058948337
50,0.0047741043,-0.010223248,0.009623923,-0.005649892
51,0.006416781,-0.0124024805,0.011636543,-0.0076443553
52,0.008183597,-0.011718729,0.011068581,-0.00960577
53,0.006112551,-0.01166987,0.010993563,-0.007286429
54,0.0066539864,-0.008214723,0.007897583,-0.0075678783
55,0.006627503,-0.010025683,0.0095404,-0.007855868
56,0.006785514,-0.009965733,0.009421697,-0.007929649
57,0.005526593,-0.009542395,0.009067787,-0.0066009746
58,0.0040854905,-0.011458182,0.010850583,-0.005114485
59,0.006377566,-0.011149672,0.010558276,-0.007524368
60,0.00501951,-0.011816204,0.011145566,-0.0061061955
61,0.0051346445,-0.013727177,0.012880062,-0.0063541946
62,0.0027871595,-0.010201787,0.009691858,-0.003430357
63,0.0065169814,-0.00911543,0.008677989,-0.0075312913
64,0.0077009704,-0.008225628,0.007848177,-0.008737883
65,0.005868305,-0.00815995,0.007806325,-0.0066671814
66,-3.753546e-05,-0.012470538,0.011650059,-0.0003333678
67,0.0062144375,-0.008515796,0.008105669,-0.0070994208
68,0.004530965,-0.007827437,0.0074846847,-0.0051228176
69,0.0055510364,-0.010079798,0.009585641,-0.0063352003
70,0.0054791854,-0.008541271,0.008228848,-0.0062811845
71,0.0043199286,-0.007668847,0.0074084536,-0.0049392604
72,0.0055063195,-0.009813661,0.009372923,-0.006446755
73,0.0048621646,-0.013518406,0.0126437545,-0.005912492
74,0.006271436,-0.010343666,0.009733723,-0.0072145713
75,0.0043519535,-0.012654775,0.011851014,-0.005180401
76,0.0072821286,-0.0123558575,0.011560608,-0.008521566
77,0.005326079,-0.010749091,0.010167318,-0.006333827
78,0.0069317603,-0.009566227,0.009097816,-0.007850187
79,0.005853436,-0.009703353,0.009272258,-0.006802621
80,0.0056207348,-0.01412759,0.013240909,-0.0069619706
81,0.004625448,-0.014904745,0.013989745,-0.005915411
82,0.0054832096,-0.01388763,0.012927578,-0.0064853453
83,0.0046493937,-0.009991294,0.009442023,-0.005426721
84,0.0072271386,-0.013076088,0.012206595,-0.008576985
85,0.0061236713,-0.012400924,0.011625474,-0.007283566
86,0.0053701764,-0.009096999,0.008708176,-0.0062838793
87,0.0038526887,-0.012057683,0.011399619,-0.004804967
88,0.0065431055,-0.010973564,0.010355056,-0.0077003944
89,0.0065560993,-0.011541072,0.010848424,-0.00781171
90,0.00526644,-0.013589778,0.012746894,-0.006438972
91,0.004448955,-0.009771715,0.009312385,-0.005427551
92,0.005715229,-0.00915194,0.008754915,-0.006788602
93,0.0074406243,-0.010632446,0.010116172,-0.008730764
94,0.007496731,-0.008054785,0.007716644,-0.008585291
95,0.009249852,-0.007354095,0.0070505533,-0.010512898
96,0.003611494,-0.009849991,0.009354832,-0.00415028
97,0.0035112544,-0.011682301,0.010975428,-0.004236427
98,0.0044476097,-0.012571336,0.0117906835,-0.0053364504
99,0.006289666,-0.0085501745,0.008171142,-0.0071247066
100,0.0079758875,-0.0077165533,0.007394406,-0.009023308
101,0.005788836,-0.0074370317,0.0071427645,-0.0066001704
102,0.004309756,-0.00962173,0.009104046,-0.0049691405
103,0.0029361302,-0.011732744,0.011131837,-0.0035780342
104,0.0030079475,-0.011597898,0.0110142585,-0.0036960593
105,0.004147971,-0.013468669,0.012655185,-0.0051100724
106,0.0036743118,-0.011735753,0.011027958,-0.0043454454
107,0.002641318,-0.011803356,0.0111437505,-0.0032733302
108,0.0069655636,-0.008741455,0.008326185,-0.007976221
109,0.007749836,-0.010479757,0.009977894,-0.009097705
110,0.0061375136,-0.00922582,0.0088100275,-0.007173437
111,0.008820094,-0.010995122,0.01038004,-0.010286632
112,0.006651637,-0.013469361,0.012698778,-0.008137392
113,0.0057249684,-0.014620425,0.01367306,-0.006986824
114,0.0030577201,-0.01316769,0.01232523,-0.003976037
115,0.0074346745,-0.00895803,0.008468808,-0.008512779
116,0.0062815314,-0.0112289265,0.010550934,-0.0072868494
117,0.008503148,-0.011063118,0.010408147,-0.009802897
118,0.00546629,-0.009040724,0.008569412,-0.006212439
119,0.005885402,-0.008997044,0.008578529,-0.006802933
120,0.0053623337,-0.012351811,0.011592767,-0.0064055696
121,0.0021295922,-0.011896003,0.011235165,-0.002836799
122,0.005480116,-0.0115172835,0.0108694825,-0.0065946095
123,0.005257971,-0.009486972,0.008981869,-0.0061739553
124,0.0047138412,-0.009755208,0.0092050275,-0.0055611366
125,0.007525597,-0.009676692,0.009222273,-0.008827199
126,0.0061090984,-0.0088021895,0.008441816,-0.0070059006
127,0.005948101,-0.008515862,0.008116952,-0.0067248344
128,0.0053074104,-0.01017405,0.009624283,-0.0060796295
129,0.0063354936,-0.009408439,0.008883997,-0.007181857
130,0.0068075615,-0.0100390585,0.009484356,-0.0077407514
131,0.008108262,-0.012510556,0.011761687,-0.009509951
132,0.0059462734,-0.01098931,0.010349561,-0.006954913
133,0.0052254912,-0.006947995,0.006724816,-0.0059241806
134,0.0039304006,-0.009294305,0.008853956,-0.004448997
135,0.0038407557,-0.010238141,0.009709162,-0.0043582087
136,0.003678515,-0.009594381,0.009127286,-0.0043096105
137,0.0038987726,-0.010196939,0.009661124,-0.004608674
138,0.002427544,-0.01140451,0.010741114,-0.0030565194
139,0.0038573295,-0.01060659,0.010088629,-0.004664783
140,0.0041839047,-0.010196433,0.009641283,-0.0049601216
141,0.0049433946,-0.00909565,0.008695995,-0.005753791
142,0.0031017605,-0.013859073,0.012970666,-0.0039845346
143,0.00940567,-0.01514206,0.014102505,-0.011123083
144,0.008728447,-0.010708905,0.0101459455,-0.01014389
145,0.00566836,-0.0097969305,0.009286707,-0.0065675797
146,0.0016935285,-0.012372374,0.011684675,-0.0022541145
147,0.004790135,-0.015064917,0.0140665835,-0.005963269
148,0.0030289402,-0.013663008,0.012818605,-0.0039717727
149,0.0054188883,-0.011186278,0.010574584,-0.006408782
150,0.0064867097,-0.010601245,0.010065276,-0.007547245
151,0.0085877245,-0.0127894515,0.012003281,-0.0101896
152,0.006013754,-0.011815048,0.011136276,-0.0071715936
153,0.0024381771,-0.010387124,0.009902548,-0.003010167
154,0.0040194564,-0.010107072,0.009593268,-0.004783885
155,0.0055879587,-0.010655788,0.010040344,-0.0064729187
156,0.00509508,-0.010997195,0.010383908,-0.006105053
157,0.0051907143,-0.0084515605,0.008094619,-0.0060602888
158,0.004332695,-0.008898017,0.008419502,-0.005045079
159,0.0050352993,-0.00863756,0.00819172,-0.0057250145
160,0.00267432,-0.011373877,0.010673549,-0.003196465
161,0.0073238383,-0.010636052,0.009997287,-0.008503518
162,0.005561853,-0.012020038,0.011278566,-0.0065181595
163,0.004760321,-0.016832989,0.015633184,-0.0060064592
164,0.0063491836,-0.012996946,0.012196826,-0.007520696
165,0.0030125207,-0.009571522,0.009089059,-0.0035157267
166,0.0031031405,-0.009370315,0.008898468,-0.0036047064
167,0.006000855,-0.008036585,0.007667331,-0.006580527
168,0.0051245335,-0.010479487,0.0098545635,-0.005914529
169,0.004016206,-0.012229513,0.011466824,-0.0049337177
170,0.0051992694,-0.012727369,0.0119482465,-0.0063195988
171,0.005514286,-0.011116879,0.010464877,-0.0065091304
172,0.006281251,-0.012425875,0.011640498,-0.007519974
173,0.005839611,-0.01193013,0.011195927,-0.0069935815
174,0.004987088,-0.013255436,0.012424302,-0.0060645514
175,0.0097459145,-0.016663544,0.015462261,-0.0115862265
176,0.008781379,-0.011993007,0.011289314,-0.010357027
177,0.008204499,-0.0125216,0.011758976,-0.009514096
178,0.0050662677,-0.010263779,0.009730127,-0.0058736946
179,0.0064439517,-0.011979365,0.011256307,-0.007603576
180,0.005540359,-0.01295192,0.01210321,-0.006498828
181,0.0073308735,-0.00967874,0.009143961,-0.008348813
182,0.007199451,-0.010642094,0.010126253,-0.008440148
183,0.0047080806,-0.012850122,0.012125955,-0.005774576
184,0.006066061,-0.010564306,0.010001928,-0.007249266
185,0.004813219,-0.012110276,0.011489121,-0.005878147
186,0.005312743,-0.00963577,0.009205406,-0.0062897387
187,0.006452373,-0.011327233,0.0107325325,-0.0075528813
188,0.0044727195,-0.011107235,0.010484491,-0.0053019356
189,0.0062984005,-0.010642724,0.01000886,-0.0072946874
190,0.005156951,-0.010649044,0.01000822,-0.0060387608
191,0.0023320902,-0.008849197,0.008385277,-0.0027533853
192,0.0021472706,-0.010053087,0.00945865,-0.0024830434
193,0.005497671,-0.014931316,0.013908921,-0.0067167603
194,0.0052414285,-0.01534466,0.014284715,-0.0064665657
195,0.005006893,-0.012147647,0.011372369,-0.005929355
196,0.005305842,-0.011505804,0.01087171,-0.0062908307
197,0.0042664288,-0.009206177,0.008830424,-0.004836157
198,0.0029932212,-0.009698286,0.00928227,-0.003489272
199,0.0050524054,-0.010458381,0.009897628,-0.005924822
200,0.004513807,-0.010020403,0.009509431,-0.005226515
