,0
0,0.5242236256599426
1,0.5242236256599426
2,0.5242236256599426
3,0.5242236256599426
4,0.5242236256599426
5,0.5242236256599426
6,0.5242236256599426
7,0.5198757648468018
8,0.3872670829296112
9,0.5440993905067444
10,0.6183229684829712
11,0.6518633365631104
12,0.6692546606063843
13,0.6813664436340332
14,0.6866459846496582
15,0.6919254660606384
16,0.694409966468811
17,0.6962732672691345
18,0.6987577676773071
19,0.7006211280822754
20,0.7015528082847595
21,0.7018633484840393
22,0.7027950286865234
23,0.7034161686897278
24,0.7040372490882874
25,0.7043478488922119
26,0.7043478488922119
27,0.7049689292907715
28,0.7055900692939758
29,0.7059006094932556
30,0.70652174949646
31,0.70652174949646
32,0.70652174949646
33,0.7068322896957397
34,0.7068322896957397
35,0.7068322896957397
36,0.7068322896957397
37,0.7068322896957397
38,0.7068322896957397
39,0.7068322896957397
40,0.7068322896957397
41,0.7068322896957397
42,0.7068322896957397
43,0.7068322896957397
44,0.7068322896957397
45,0.7068322896957397
46,0.7068322896957397
47,0.7071428298950195
48,0.7071428298950195
49,0.7071428298950195
50,0.7071428298950195
51,0.7071428298950195
52,0.7071428298950195
53,0.7071428298950195
54,0.7071428298950195
55,0.7071428298950195
56,0.7071428298950195
57,0.7071428298950195
58,0.7071428298950195
59,0.7071428298950195
60,0.7071428298950195
61,0.7071428298950195
62,0.7071428298950195
63,0.7071428298950195
64,0.7071428298950195
65,0.7071428298950195
66,0.7071428298950195
67,0.7071428298950195
68,0.7071428298950195
69,0.7071428298950195
70,0.7071428298950195
71,0.7071428298950195
72,0.7071428298950195
73,0.7071428298950195
74,0.7071428298950195
75,0.7071428298950195
76,0.7071428298950195
77,0.7071428298950195
78,0.7071428298950195
79,0.7071428298950195
80,0.7071428298950195
81,0.7071428298950195
82,0.7071428298950195
83,0.7071428298950195
84,0.7071428298950195
85,0.7071428298950195
86,0.7071428298950195
87,0.7071428298950195
88,0.7071428298950195
89,0.7071428298950195
90,0.7071428298950195
91,0.7071428298950195
92,0.7071428298950195
93,0.7071428298950195
94,0.7071428298950195
95,0.7071428298950195
96,0.7071428298950195
97,0.7071428298950195
98,0.7071428298950195
99,0.7071428298950195
