,0,1
0,-0.32119948,0.12149438
1,0.22729854,-0.26558843
2,-0.31549206,0.2843158
3,0.18643814,-0.22064999
4,-0.47734207,0.39892736
5,0.3522594,-0.28169486
6,0.2213133,-0.2447485
7,-0.32695648,0.5085618
8,-0.36888835,0.5036998
9,-0.49332672,0.34573054
10,-0.21670711,0.3091439
11,-0.22046944,0.31882313
12,-0.2488478,0.21257003
13,0.11643284,-0.45033494
14,-0.2169697,0.2762154
15,0.20837836,-0.109317444
16,-0.3674773,0.4679715
17,-0.5068679,0.39145845
18,-0.30837712,0.2580582
19,0.2146128,-0.2360905
20,0.27081516,-0.27564365
21,0.28095022,-0.3392892
22,0.34366497,-0.47774756
23,-0.2727662,0.27331865
24,0.2304993,-0.25834596
25,-0.4140582,0.489919
26,-0.2748369,0.2917827
27,0.23546912,-0.24423824
28,0.38219687,-0.3485112
29,-0.23995876,0.20886892
30,0.20327869,-0.25541627
31,0.24922888,-0.2625672
32,0.25510812,-0.22557716
33,0.24523543,-0.25750417
34,-0.20562583,0.28692448
35,0.3434991,-0.39735535
36,-0.28790012,0.50358045
37,0.26500633,-0.26178
38,-0.5156567,0.43218392
39,-0.31804332,0.19633944
40,0.3485158,-0.2852723
41,-0.23466334,0.19817941
42,-0.21485971,0.25379202
43,-0.30535123,0.21028167
44,0.1774819,-0.254392
45,-0.5159102,0.24982381
46,-0.18920071,0.32063332
47,-0.45395434,0.27795577
48,0.36370236,-0.31534028
49,-0.22526234,0.3127463
