,0
0,0.5242236256599426
1,0.5242236256599426
2,0.5242236256599426
3,0.5242236256599426
4,0.5242236256599426
5,0.5242236256599426
6,0.5242236256599426
7,0.5242236256599426
8,0.5242236256599426
9,0.5242236256599426
10,0.5242236256599426
11,0.5242236256599426
12,0.5242236256599426
13,0.5242236256599426
14,0.5242236256599426
15,0.5242236256599426
16,0.5242236256599426
17,0.5242236256599426
18,0.5242236256599426
19,0.5242236256599426
20,0.5242236256599426
21,0.5242236256599426
22,0.5242236256599426
23,0.5242236256599426
24,0.5242236256599426
25,0.5242236256599426
26,0.5242236256599426
27,0.5242236256599426
28,0.5242236256599426
29,0.5242236256599426
30,0.5242236256599426
31,0.5242236256599426
32,0.5242236256599426
33,0.5242236256599426
34,0.5242236256599426
35,0.5242236256599426
36,0.5242236256599426
37,0.5242236256599426
38,0.5242236256599426
39,0.5242236256599426
40,0.5242236256599426
41,0.5242236256599426
42,0.5242236256599426
43,0.5242236256599426
44,0.5242236256599426
45,0.5242236256599426
46,0.5242236256599426
47,0.5242236256599426
48,0.5242236256599426
49,0.5242236256599426
50,0.5242236256599426
51,0.5242236256599426
52,0.5242236256599426
53,0.5242236256599426
54,0.5242236256599426
55,0.5242236256599426
56,0.5242236256599426
57,0.5242236256599426
58,0.5242236256599426
59,0.5242236256599426
60,0.5242236256599426
61,0.5242236256599426
62,0.5242236256599426
63,0.5242236256599426
64,0.5242236256599426
65,0.5242236256599426
66,0.5242236256599426
67,0.5242236256599426
68,0.5242236256599426
69,0.5242236256599426
70,0.5242236256599426
71,0.5242236256599426
72,0.5242236256599426
73,0.5242236256599426
74,0.5242236256599426
75,0.5242236256599426
76,0.5242236256599426
77,0.5242236256599426
78,0.5242236256599426
79,0.5242236256599426
80,0.5242236256599426
81,0.5242236256599426
82,0.5242236256599426
83,0.5242236256599426
84,0.5242236256599426
85,0.5242236256599426
86,0.5242236256599426
87,0.5242236256599426
88,0.5242236256599426
89,0.5242236256599426
90,0.5242236256599426
91,0.5242236256599426
92,0.5242236256599426
93,0.5242236256599426
94,0.5242236256599426
95,0.5242236256599426
96,0.5242236256599426
97,0.5242236256599426
98,0.5242236256599426
99,0.5242236256599426
100,0.5242236256599426
101,0.5242236256599426
102,0.5242236256599426
103,0.5242236256599426
104,0.5242236256599426
105,0.5242236256599426
106,0.5242236256599426
107,0.5242236256599426
108,0.5242236256599426
109,0.5242236256599426
110,0.5242236256599426
111,0.5242236256599426
112,0.5242236256599426
113,0.5242236256599426
114,0.5242236256599426
115,0.5242236256599426
116,0.5242236256599426
117,0.5242236256599426
118,0.5242236256599426
119,0.5242236256599426
120,0.5242236256599426
121,0.5242236256599426
122,0.5242236256599426
123,0.5242236256599426
124,0.5242236256599426
125,0.5242236256599426
126,0.5242236256599426
127,0.5242236256599426
128,0.5242236256599426
129,0.5242236256599426
130,0.5242236256599426
131,0.5242236256599426
132,0.5242236256599426
133,0.5242236256599426
134,0.5242236256599426
135,0.5242236256599426
136,0.5242236256599426
137,0.5242236256599426
138,0.5242236256599426
139,0.5242236256599426
