,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,-0.38255155,-0.22540271,-0.08713614,0.2687664,-0.40078938,-0.18349849,-0.4537534,-0.10890511,0.036768973,0.10248048,0.36603734,0.070927046,0.02878623,0.1785708,0.24834667,0.030062342,0.2078688,0.18573236,0.12907861,-0.21838814,-0.12761045,-0.11930899,-0.1263229,0.035764053,0.2625868,-0.20102231,-0.03293224,0.20952286,-0.21523039,0.12631033,0.0063710823,-0.030275535,0.00030311267,-0.11786078,0.40113783,0.338834,-0.30302837,0.0688309,-0.49437833,-0.055880316,0.04048311,0.15246396,0.27904674,0.054849647,0.037361987,-0.043444633,0.12368223,0.22239287,-0.21469752,-0.33116978,0.39919958,0.37797105,-0.52674127,-0.029988723,0.14775452,-0.09153517,0.20583475,0.08393071,-0.10277227,0.0647991,-0.054320294,0.44714803,0.45541963,-0.056932025,0.09789368,-0.26763862,-0.040808067,0.077019826,-0.30751094,0.020754786,-0.26527277,-0.12635767,-0.28350958,-0.0010335073,0.15641369,-0.09858137,0.1661756,0.46723768,-0.43045673,0.06207789,0.38760647,0.049318753,-0.030532138,-0.062480263,-0.06353868,-0.27252647,-0.1897177,0.03246361,0.05923193,0.052757014,-0.08785568,-0.21846965,-0.07716634,0.029559059,-0.040911872,-0.15771718,-0.09361386,0.33989626,0.070845366,-0.09892684,-0.1555791,0.41598967,-0.12734823,0.21142557,-0.13593753,-0.02740931,-0.22536197,-0.045476798,0.04285658,0.30363578,-0.33337668,0.12562117,0.21012558,0.043155838,0.17762652,0.015027858,-0.059810746,0.05464721,0.09888558,0.19517502,-0.047757152,0.12311364,0.34389767,0.3960042,-0.15691142,0.2717827,-0.12124725,0.33802256,0.57751334,-0.19127558,0.08143591,-0.022513695,0.2013441,-0.022253048,0.013698475,0.48484376,-0.11429197,-0.12979278,0.22257787,-0.1037994,-0.0141908135,0.27403212,0.13713486,-0.1360212,-0.12296956,0.16378126,-0.18242067,-0.21423845,0.019555887,-0.10101414,-0.100829706,0.23034525,-0.12120474,-0.097390264,0.026153196,-0.09287566,0.1954485,0.3471958,0.48596328,0.020256082,0.51992923,-0.20482932,0.44796386,0.021289911,0.16312431,0.11651875,0.21948452,0.22935967,-0.032251064,-0.013626868,0.19328646,0.52606386,0.14383185,-0.07382828,-0.056019906,-0.105423056,-0.080734186,-0.14032379,0.0021074149,-0.19530825,0.1959519,0.017729964,-0.04107924,0.18048811,0.03891445,0.50729513,0.17871065,0.12034862,-0.06910525,-0.12138283,0.2198539,0.1834261,-0.10141448,-0.014544381,0.042361315,-0.36599147,0.17605543,0.107957974,-0.12791628,-0.1373396
1,-0.28013763,0.1631846,0.59579223,0.21283525,0.4450661,0.15825628,-0.14861575,0.09535732,0.166959,0.24436359,-0.012663168,0.0060155974,-0.46966287,0.14838064,0.093506254,0.32967797,0.07830297,0.104288004,0.3708492,0.31328797,-0.1369984,0.13001347,-0.03741707,-0.44440883,0.15346827,0.06913677,0.09343455,0.32654572,0.12432047,-0.020251572,-0.34641597,0.22980501,0.07516656,0.19403131,-0.13376811,0.052911617,0.067865655,-0.3026867,-0.16458504,-0.19943057,0.13576029,0.07713075,-0.23107702,-0.06138008,-0.21365793,-0.03728538,0.10453207,0.47272685,-0.10038687,0.07692565,-0.09336972,-0.40930435,-0.21328232,0.08346693,-0.20661272,0.26356947,0.040273108,-0.1954276,0.3141669,-0.27126616,0.105753295,0.054719675,0.006694085,-0.40448883,0.15513593,0.053855002,-0.36162728,-0.23314367,0.14923881,0.24747019,-0.11172771,0.143835,-0.22581466,0.03165119,0.097977765,0.27306473,0.10686533,-0.26790598,-0.16435593,0.20884323,-0.011603034,-0.11388246,0.2909566,-0.19734724,-0.096934944,-0.029669762,-0.05897773,-0.041009095,-0.1823104,0.15366389,0.07600659,-0.15875551,0.14228205,-0.036211107,-0.0790428,-0.05438475,0.23226647,0.36425945,0.010176037,0.081323,-0.17489243,-0.48860386,0.1133333,-0.32862976,-0.09315186,-0.13861857,-0.11105858,0.2330986,-0.13275889,-0.5378988,0.0080924,0.3705219,-0.08781186,0.09646336,0.11336569,0.04237053,0.07727189,0.17304115,-0.096694715,0.34599048,-0.044986587,-0.124671504,0.16755958,0.5176726,-0.2553352,-0.1429165,-0.1388224,0.04755056,-0.062337004,-0.11048944,-0.07938613,0.09765551,0.20027666,-0.11625391,-0.07762681,-0.08457074,-0.04303838,0.017372668,0.16229738,-0.10213029,0.26026064,0.058781296,-0.1537189,0.3518905,0.03438188,0.33871856,-0.021416852,-0.11108356,-0.02621941,0.0035540995,-0.016331365,-0.27671832,0.06851089,0.058415737,-0.06322772,0.069502525,-0.108355835,0.15463421,-0.010012887,0.05801728,0.14624977,0.08150163,0.04289497,-0.14001356,0.28971767,-0.0013564882,-0.070484854,0.06947393,-0.1410902,0.18578552,0.048252843,-0.07175157,-0.07636678,-0.2633751,-0.08819556,-0.12330047,-0.42965072,0.24008219,-0.29877532,-0.10187257,0.043083724,-0.101588085,0.038166936,-0.0006702939,-0.11921078,0.2014942,-0.1092982,0.026823936,0.17232864,0.41217232,0.17784405,0.09665917,-0.31774974,0.13220501,-0.14478837,-0.25383094,0.08962547,0.5666376,-0.019996936,-0.06874463
2,-0.2624414,-0.099460095,0.14780083,-0.08449286,0.031716798,-0.009692101,0.008921423,0.06186109,0.039419916,-0.1569016,0.19533108,0.097887084,0.22140071,-0.26752228,-0.020727886,0.05706029,0.24652466,-0.32282984,0.05064241,-0.16689396,-0.042597033,-0.028151548,-0.2806231,0.011652959,0.021971337,0.04396173,-0.12372752,0.27414483,-0.043110542,0.21357782,-0.026740769,-0.362265,0.23604587,0.17815238,0.019017076,-0.09668914,0.1319452,0.25925794,0.48114532,-0.10245371,0.0490534,0.37104505,0.2621584,0.11935971,0.1382513,0.052464094,0.028324766,0.18439807,0.20785065,-0.046518937,0.24232893,-0.001171455,0.019105554,-0.20658632,0.16361882,0.21165298,-0.110100925,-0.5135958,0.006304011,-0.27716678,-0.07686253,0.22928576,0.03744664,0.16666141,0.20038937,0.052839544,0.059183322,-0.034132373,0.19031528,-0.06791392,-0.0657467,0.30433255,-0.14195472,0.12683728,-0.24772389,-0.23894852,-0.21467899,0.26768237,0.31671393,0.0797023,0.2079401,0.18607058,-0.02449567,0.17233202,-0.16200037,0.11876185,0.104808055,-0.11068303,0.29493463,-0.28528208,0.41576847,0.048211087,0.11184295,-0.1274518,0.023944013,-0.22587922,-0.14100711,0.030283261,0.12815136,0.24008416,0.09543925,0.14928748,0.012880427,-0.15109268,0.053389583,-0.17491996,0.25762576,0.05128934,-0.025475677,-0.114000715,0.019772783,0.12415578,-0.13097501,-0.094855554,0.0974343,-0.4271535,0.0445696,0.4108813,0.059814256,0.15210858,-0.16906592,0.20075229,0.20399635,-0.16202947,0.14611001,-0.52932817,0.102360144,0.02526853,0.2211446,-0.4119502,0.27256152,0.08067101,0.14731483,-0.07391604,0.149459,-0.037814092,0.16096099,-0.13833311,-0.08982465,-0.07490761,0.03603686,-0.058173858,-0.28471673,0.1353994,-0.067113906,-0.0010843982,0.1845013,0.19336571,0.15628585,-0.0051459414,0.10523247,0.6164292,0.17905065,-0.15737821,0.16238774,-0.0029826637,0.083287336,-0.11816029,0.054661535,-0.3520227,0.108057916,-0.3623272,0.029896498,0.11392177,0.065522775,-0.027446346,-0.09938662,0.049281333,0.038665056,0.109264195,-0.100256026,-0.2842335,0.18638653,0.205443,-0.052877046,0.057371046,-0.25528422,-0.1986276,0.013472675,0.1530464,0.12879735,0.17897975,0.19283842,0.28768075,-0.33578202,-0.28393194,-0.23169576,0.0029242577,0.016500385,-0.048858058,0.03351751,-0.37574488,-0.23539771,-0.065296516,0.14754778,0.0073135514,-0.07287733,-0.002119168,-0.073616505,0.14028628
3,0.214552,-0.29618695,0.12463714,0.051166322,0.05457628,0.16563173,-0.020206288,-0.060828365,0.17303652,-0.20317262,0.10952315,0.19911902,-0.219203,0.082930565,-0.16875303,-0.3193177,-0.19993988,0.109232776,0.15856862,0.10392744,0.10841961,0.070328854,-0.2781112,0.24771039,0.2458895,0.073511966,0.1460889,-0.016841577,-0.062331114,-0.13487226,0.239089,-0.12514918,0.29430723,-0.0027085454,0.26239794,-0.32024813,0.08921565,-0.17359546,-0.21898283,0.16723648,0.07892365,0.15286297,0.1224149,0.14609529,0.08003928,0.09183872,-0.26921865,-0.052113373,-0.0026896058,-0.061063103,0.15885057,-0.12573615,-0.15031286,-0.026982909,-0.5180208,-0.09695318,0.057750136,-0.2810877,-0.15835935,0.123533204,0.28498432,-0.4345829,0.054542247,-0.40295163,-0.26862124,0.066733725,-0.64750195,0.08370308,-0.15992585,0.39445075,0.15974076,0.06748618,-0.19633515,-0.08153257,-0.026609445,0.012555668,-0.23571672,0.076659024,-0.17247635,-0.0798447,-0.080259256,0.14206097,0.51089394,0.14209874,0.09771955,-0.1466804,-0.048448004,-0.045674395,0.060954597,0.4613889,-0.29099518,-0.13545634,-0.013630389,-0.24978256,-0.16071284,0.4079422,0.27006257,-0.06000776,0.16558433,-0.3432951,-0.103046045,-0.116415545,0.038887635,0.05867745,-0.2214687,-0.17406544,0.20233977,0.13172476,-0.06467038,0.36300927,0.27563694,-0.24706145,-0.06250854,-0.050476406,0.026919423,0.007955447,-0.028416757,-0.10644329,-0.4457169,0.037741605,-0.2711007,-0.3687222,-0.015807383,-0.21641979,0.16523053,0.12205048,-0.03301461,0.05987211,-0.2707906,-0.09010984,0.056835007,0.13164245,0.29715154,-0.25378215,0.12829757,0.025966331,0.10222388,0.13182922,-0.05033189,0.17691192,-0.0382138,0.008277749,0.17419651,-0.09647946,0.08084986,0.043152817,-0.0017205565,0.13502851,-0.16888796,0.23793729,-0.07296994,-0.005501289,0.02532365,0.013184244,-0.041684292,-0.24562362,-0.029637031,0.111975156,-0.10698256,0.2863375,-0.097126216,-0.19114296,0.029401824,-0.2956215,0.03780324,-0.12706764,0.020661239,-0.17529573,-0.07813467,-0.0666366,0.3420504,0.13847302,0.16004007,-0.22556475,0.24750675,-0.33491084,0.04574755,-0.13237604,-0.46889284,-0.027831698,0.25762528,-0.011023112,0.046113823,0.0832194,-0.055587716,-0.044634253,-0.1115326,0.09056955,-0.1821956,0.0724005,-0.20407085,0.053177483,-0.1176282,-0.30464348,0.13236082,-0.034564797,0.15915969,0.20221429,0.15715286,0.10992366
4,0.20486416,0.34736994,-0.12876368,0.20654283,-0.47605282,-0.133071,0.2867385,-0.211366,-0.6739967,-0.024406057,-0.14868556,-0.3815635,-0.14938587,0.08180817,0.26902506,0.36060202,0.20128854,-0.22666954,0.06181919,0.103853434,-0.44083056,-0.03710772,-0.028436642,-0.06819962,0.05510321,-0.08709559,-0.1479271,0.07925492,-0.050048422,0.08935738,-0.32217464,0.10290805,0.059382614,-0.1586078,0.03554103,0.33666018,-0.2811455,0.12577957,-0.13930517,0.011822775,-0.027923262,0.113373615,-0.20701432,-0.31442133,-0.13644843,-0.27028173,-0.00042302607,-0.25139025,-0.148478,-0.042282846,-0.032878596,0.14877594,-0.14659698,0.004731502,-0.21506453,-0.43235236,-0.06278818,0.26061434,0.13772354,-0.13724197,-0.088743776,-0.13999903,0.32736304,-0.0991719,-0.35417825,0.028439546,-0.15128358,0.075320095,-0.054548975,-0.18278542,-0.015733618,0.30315012,0.3151743,-0.33855906,0.07186376,0.10963921,-0.015721053,0.15745904,-0.015290594,0.07772904,0.026107373,-0.1489192,0.0065527894,0.047424853,-0.15693894,-0.046050444,-0.42506075,0.2514329,-0.24435705,-0.17512581,-0.55867755,0.093519524,-0.20557003,-0.13113518,-0.12911269,0.20480275,-0.008683023,-0.19311084,-0.07272059,0.13027197,-0.04087188,0.088536605,0.01481095,-0.014686573,0.20765801,0.10431469,-0.10022878,-0.2419992,-0.34871018,0.36445692,0.27551818,0.01806101,0.0814943,0.07737845,0.038878314,-0.24078777,-0.13515134,0.03463182,-0.08089575,0.33971015,0.1306175,0.02410458,-0.11248819,-0.151305,-0.1022896,0.17711839,0.1450886,-0.37265798,-0.24021207,-0.1885573,0.05231328,-0.09745962,-0.09421144,0.1665061,-0.09586376,0.15956032,-0.25248072,-0.20458628,-0.097231634,-0.26433864,-0.102916606,-0.06167475,0.0069179633,-0.08439969,-0.019167399,0.3121271,0.30985114,0.23379391,-0.054026056,-0.014152354,0.34772778,0.24091758,0.0699836,0.16088915,-0.12137385,0.17038327,0.031754717,0.3359532,-0.4077745,0.06978009,0.05297883,-0.12672669,0.05096082,0.12371747,-0.25479302,0.00487404,-0.07538847,0.2922237,-0.40025795,-0.25639725,0.23543712,-0.165535,-0.4160373,-0.057844814,-0.32876104,0.17782217,-0.15097885,0.22178173,0.20693946,-0.072223395,-0.05991082,-0.30401963,-0.22786269,0.3178077,0.018720837,0.15960187,0.056846004,0.19085431,0.02753302,0.16584536,0.27057457,0.487941,0.10192409,-0.15035728,-0.19354805,-0.34289896,-0.30048427,0.42786688,-0.09293266,-0.1982036
5,0.05935284,-0.31082678,-0.20036756,-0.06821833,0.15577446,-0.09101634,0.16455774,0.09412642,-0.027565693,0.5957436,-0.26320785,-0.10153229,-0.19367559,-0.4186131,0.029802902,0.11021644,-0.10104066,-0.025010696,-0.05546856,0.21922088,-0.30852532,0.11110304,0.086368896,-0.06436804,0.008058766,-0.13418685,0.11581253,0.06775024,-0.24840924,-0.14044873,0.29196942,0.24389863,-0.22700717,-0.10710522,0.10893631,0.02593287,0.2748341,0.15651883,-0.17718786,-0.19529551,0.09202556,-0.26409173,-0.43975845,-0.19796467,0.03325137,0.037329346,0.1167381,-0.22090779,-0.20093249,0.22579244,-0.23526451,-0.11657571,-0.26144707,0.20176308,0.19660217,-0.17169474,0.056360886,-0.44555235,0.119309604,-0.25075996,-0.044964,0.02218673,-0.1965926,-0.27253565,0.21111758,0.107911654,-0.019506643,0.049143825,0.3388235,-0.03458788,-0.073133275,0.33210158,-0.22466457,0.3842329,0.11737967,0.09484039,-0.15090963,0.2546411,-0.05842683,-0.015271076,0.15959932,-0.120284006,-0.072598144,-0.10495162,-0.18997751,-0.15179908,0.111976825,-0.15435594,-0.11028967,0.25748676,0.042136915,0.19946529,0.25084746,-0.4501699,-0.08293664,0.05707127,0.3959017,0.3449634,0.20041125,-0.068899974,0.54631495,-0.048786636,-0.16597258,-0.32472935,0.47686622,0.14263833,0.24581157,0.18738136,-0.21024428,-0.30805078,0.14249149,0.15483223,-0.09242183,0.3532102,0.087150805,0.06269099,-0.1067742,0.081301264,0.1785702,0.07352021,-0.15240473,-0.11006565,-0.0159612,-0.24215625,0.03234564,0.07123363,0.2744263,0.006687809,-0.05505583,0.0363259,0.002840479,0.17393564,0.36032388,-0.061030187,0.07034107,0.23623714,0.21493086,-0.04676172,0.2963162,0.03827567,-0.13300641,-0.029650334,-0.01908,0.07217001,-0.22878653,-0.43833613,0.22563483,-0.1508591,0.14801718,0.075004436,0.23610438,-0.10299617,-0.03842858,0.43920058,-0.056410354,0.018491358,-0.008479494,-0.41295692,-0.04931199,0.045257334,0.32167864,0.028332015,0.20489617,0.20728074,0.08931703,-0.3060913,0.26616132,0.36185262,-0.21808785,-0.04440794,0.3710506,0.35702524,-0.03603074,-0.25153953,-0.061119456,0.3239925,-0.23848316,-0.1787177,-0.35317105,0.061719492,0.21016975,0.107610926,-0.20276691,0.18349008,-0.16041759,-0.19107538,0.18079604,0.2679398,0.0884407,-0.07966571,0.096895285,0.1725048,-0.22450556,0.2535981,-0.1084773,0.186358,0.07195649,-0.14140025,-0.020017717,-0.08171595
6,0.15043308,-0.027639795,0.119423434,0.08000012,0.027844507,-0.20771813,0.13515295,0.0421768,0.10058046,-0.20590183,-0.10364857,0.15583017,-0.2758229,0.017986376,-0.07048044,-0.4721962,0.30942357,0.113141775,-0.084283635,-0.19784698,-0.10505799,0.07665771,-0.28685609,0.18772328,-0.1639462,-0.21124808,-0.120918624,0.09616362,-0.09408789,-0.14577343,-0.023561418,0.17517002,-0.10596476,-0.1236703,-0.27056417,-0.52671576,0.4701271,0.12596071,0.108106956,0.27807516,-0.04786224,0.060288347,0.22588998,0.009898258,0.16508308,0.37797454,0.009161358,0.19015284,0.11240834,0.039986964,0.26430482,0.037028637,-0.36950696,0.052830435,0.1432665,0.00994849,0.08461048,-0.029634738,-0.23759231,0.10162295,-0.31280845,0.19023651,0.26710248,0.2331838,-0.091678135,-0.09071785,-0.039528433,0.10530513,-0.1578013,-0.3413772,-0.15804608,0.23118623,-0.013533426,-0.07661826,0.049049698,-0.11365801,-0.19529958,-0.025443282,-0.06266373,-0.19814774,-0.4894726,0.36566454,-0.003186918,-0.31253734,-0.36274797,0.33796003,-0.26102132,0.09910291,0.10816651,0.02575772,-0.2198157,0.056918375,0.056797653,-0.14909595,0.3740379,-0.024842525,-0.10811489,0.02008869,0.25287077,-0.13618994,-0.057943784,-0.30011448,0.086780354,0.25128302,0.08925448,0.0437159,0.35751095,-0.43935272,-0.17284836,0.016456733,-0.26500198,-0.30406725,0.10744231,0.20149189,0.06352962,0.08608487,0.11969759,-0.1424894,-0.10291159,-0.26001,0.30548367,0.18226899,0.52427256,-0.052683998,-0.27203462,0.1845318,-0.28953072,-0.16288488,-0.12342052,0.32371965,-0.044700585,-0.20919628,0.009560652,-0.005080484,0.040323835,0.008934303,0.12046085,0.052174654,0.19443884,0.34184134,-0.14517193,-0.107981406,-0.1236318,0.15857184,0.29112425,0.06351762,-0.024427852,-0.22395186,0.28824985,0.03825494,0.20812277,-0.519424,-0.16921525,0.22067997,-0.014509072,-0.06656253,0.18315469,-0.30318868,0.004120195,-0.16830406,-0.059075557,-0.21579142,-0.29007035,0.23041718,0.14566043,-0.29089555,-0.0124337515,-0.27295634,0.06177548,-0.371601,-0.07790949,-0.4256079,-0.19255319,-0.26431853,0.12872618,0.21301691,-0.010665348,0.0008935528,-0.1313901,0.18710546,0.12726623,0.16998707,-0.03489602,0.36193052,-0.016213782,-0.019540025,-0.23926896,0.5442272,0.06688475,0.10458345,0.01039622,-0.41779715,0.07869128,0.03684479,0.09082774,-0.22293247,0.111035906,-0.094337024,0.05300912,0.27997854
7,0.09781184,0.13900527,0.05077978,0.028742375,0.08989256,0.03241626,0.10704685,-0.17335254,-0.24287902,0.12323127,0.0047282553,-0.38068736,0.28337538,0.0037982801,-0.10453654,-0.083366066,-0.18203735,0.04746464,0.35009354,0.10091664,-0.1810412,0.15775214,-0.3059432,0.15558602,-0.2517249,0.13705173,0.111552574,0.12166519,0.084692135,-0.37385017,-0.1318262,0.10085903,-0.30427667,-0.08516597,-0.10286723,0.48235908,0.04506045,-0.22629379,-0.013239444,0.044684365,-0.26070958,-0.007829195,0.23207675,0.45224407,0.04532279,0.04593338,-0.3557225,-0.33952633,0.17439365,0.047874954,0.067777105,-0.23994286,-0.2553826,0.047847036,0.067452095,0.043911755,-0.32311955,0.054837603,-0.03573503,0.29546914,-0.073710315,0.04829517,0.37151968,0.02866479,0.018712765,-0.13923545,0.25163963,-0.15826575,0.0076951906,-0.09686241,0.022841927,0.051779382,0.13275354,0.19231418,0.04761487,0.3577302,-0.18749693,-0.10288055,-0.13318005,0.0683804,-0.0047501368,-0.07578211,-0.36479548,0.13580912,-0.0023472435,-0.108814985,-0.021275532,0.054428175,-0.13170427,-0.0014034383,0.09079088,-0.16784911,-0.012219298,0.04379499,0.028319186,0.020171167,-0.10477625,0.08119256,-0.008653754,0.07438758,-0.34445724,0.68245125,-0.07364996,-0.1422538,0.05309528,-0.042017847,0.06931071,0.07176298,-0.18605873,-0.0021926041,-0.0053236005,0.24858677,0.043990374,-0.16379318,0.13261083,0.14281906,0.23207247,0.15608384,0.2619138,-0.15039194,0.30991966,0.16625012,0.08510602,-0.042419594,0.32315472,0.21081538,-0.16692124,-0.072172895,-0.05824211,-0.11082812,0.047214128,-0.041562647,-0.1919589,-0.044112653,0.10090252,0.40869132,0.056619544,0.18663949,-0.12967768,-0.14383297,0.45062307,-0.19493806,0.064848974,0.24170475,-0.0058452305,0.11353578,-0.026521916,-0.014824458,0.12422852,0.120207645,-0.24133494,-0.020480718,0.073503345,-0.376683,-0.25508693,0.22636588,-0.1740829,-0.00047446022,-0.10960265,0.20505013,-0.39264205,0.09546507,0.17838025,-0.057934,0.06311407,-0.3121922,0.12825966,-0.20961091,-0.14090948,-0.18836994,0.3294398,0.20452257,-0.416134,-0.23917961,-0.012686239,0.11015708,-0.057701457,0.18381362,0.10528254,-0.17226197,0.23434193,-0.38484707,-0.077859454,0.1696465,-0.13692497,0.1527794,0.0662721,0.0762839,0.19180109,-0.17671801,-0.18517257,-0.10751897,-0.28378117,0.0009444293,-0.107269354,-0.015295485,0.028901173,-0.20216879,0.08571823,-0.024158547
8,-0.09786388,0.16742407,0.2270961,0.13024466,-0.3960923,-0.13180442,-0.31172618,0.11091434,0.030235242,0.32370332,0.36549205,-0.36165652,-0.058013692,-0.29993662,-0.05068967,-0.05417719,-0.0053777657,0.02208017,-0.20790932,0.3554839,0.077822454,-0.606869,-0.10681462,-0.07308228,-0.31750724,-0.36551687,-0.08283436,-0.058530945,0.09633801,-0.031958364,0.30811146,-0.26765293,-0.19072235,0.13306203,0.35505056,-0.29252478,-0.19215372,0.10379572,-0.48348132,0.0701923,-0.07972289,0.09971027,0.19951706,-0.2442742,0.14170836,0.15889801,-0.03248803,-0.14459902,0.22844693,0.08908584,0.039402574,0.16657732,-0.099358305,-0.28617996,-0.027351988,-0.036921766,-0.15649638,0.01952309,0.29738754,0.26407206,-0.089509204,0.29213145,0.1182734,-0.078416005,-0.41002938,-0.29457814,0.1693628,0.13167834,-0.051925324,0.048056144,-0.022323476,0.2484597,-0.02439897,0.18172681,-0.15790635,0.26453605,-0.04811158,0.316168,0.10716586,-0.19919103,0.15648289,-0.19798376,-0.045514118,0.22921896,-0.06547605,-0.04300901,0.16386199,0.0210061,-0.15370996,0.3051546,0.15377374,-0.20435728,0.2024469,0.08315977,-0.19841692,-0.18755263,0.03507096,0.45871565,0.22119975,-0.03511231,-0.19285743,0.13883837,-0.082176484,0.07386569,0.17870487,0.19319916,-0.10685088,0.08424336,0.0036922398,-0.24829337,-0.1577866,0.07043995,0.07099725,0.042914454,-0.08074348,-0.19464907,0.17636025,0.48593244,0.20520805,0.08595759,0.41190156,0.16883521,-0.2726823,-0.28397447,-0.018318402,0.25591528,0.208858,-0.1532748,0.055589795,-0.16133192,-0.15772018,-0.03860724,-0.24137269,-0.31634688,0.13269588,0.27630186,-0.2821746,0.2100272,0.12324453,-0.49211115,-0.08051894,0.0157071,-0.010293369,-0.23951627,0.25252274,0.27242523,0.26844165,0.20637412,-0.05806089,-0.108588055,-0.036601234,-0.2118591,-0.3438849,0.020497106,0.10174775,0.032577276,0.21633348,0.044606924,0.021395093,0.06384291,-0.009799551,-0.067873426,0.09330536,0.021344682,-0.13632262,-0.027318839,-0.099590614,-0.16282704,0.17468186,-0.29514763,0.31550106,-0.1314282,-0.016472071,0.036806744,0.17434475,0.3214079,0.1537598,0.16999242,-0.07699767,0.026345069,0.119193405,0.24159779,-0.13694935,0.22017585,-0.112490416,-0.1408011,-0.024807237,-0.30434525,0.02770115,0.07649629,0.5311671,-0.33121657,0.18599392,0.41824526,-0.21656145,0.083584756,-0.12108262,0.42368272,-0.07289174,-0.058931716
9,-0.13215227,-0.07976884,0.1861505,0.0033535743,-0.107202075,0.3178542,0.04833201,0.12958439,-0.24115258,-0.08817173,-0.17093581,-0.090825595,0.11680138,-0.24092276,0.40686086,-0.002635718,-0.12633778,-0.2742148,-0.19946139,-0.17669271,-0.3184162,-0.21355525,-0.3827878,0.093134634,0.121622264,0.022915484,-0.14329882,0.011332509,0.39320388,0.06461663,0.035607696,0.0019233314,-0.44267035,0.21568124,0.30478743,-0.07898142,0.073429324,-0.11567471,0.058020603,0.06269129,-0.04459335,-0.029546218,-0.4076286,0.08654551,0.09081859,-0.08186644,-0.15910454,0.010928384,-0.2117003,-0.11279061,0.060593095,-0.18355532,-0.41859803,0.4002109,0.3132224,0.22155449,-0.40100282,0.07221357,0.23831296,-0.026652133,-0.2592242,0.09301487,0.01893216,-0.000536808,0.10312,0.009486226,0.042037804,0.081791624,-0.30312362,0.052587014,-0.17309248,-0.15789938,-0.043188524,0.42333952,0.22270453,0.14706129,0.198148,0.22259693,-0.3436852,0.12611905,0.5000728,-0.12772939,-0.17423868,0.09255937,-0.21636762,-0.08979881,0.21164797,-0.2290049,-0.11136972,0.07543153,0.16634156,0.19217068,0.05070616,0.18046471,-0.28376698,0.11364057,-0.03805048,0.033169456,0.19276424,-0.32465082,-0.06060669,-0.30597633,-0.04971954,-0.2394846,0.028356574,0.06273088,-0.06637293,0.30538976,0.15435575,-0.30556518,0.11644105,-0.1227449,-0.18890241,0.046422787,0.013564339,0.2019569,0.12984152,-0.10916289,-0.1510128,0.070073076,-0.37530747,0.32469735,0.2664328,-0.124727376,-0.049286164,-0.13166812,-0.3772921,-0.168484,0.36109516,-0.12563904,-0.16853867,0.074043274,-0.030331716,0.11348505,-0.11813234,-0.046192426,0.25169536,-0.39702478,0.31568208,0.1869453,0.10587146,0.26074865,0.050873775,-0.027611183,0.048748814,0.1696159,0.003927719,0.1365122,0.0673154,0.010194386,0.07293091,0.11412549,0.2734427,0.2531378,-0.24277979,0.19616425,-0.20753774,-0.08871214,-0.054861743,0.50302625,-0.004123329,0.101969875,0.30862302,-0.109535724,-0.33436847,0.036356524,-0.13992304,-0.38935047,0.029281469,-0.298049,0.25061437,-0.14067951,0.093072526,-0.073224716,0.5473343,-0.1054337,-0.050752513,0.22567332,-0.15431002,-0.03064861,-0.09532697,0.04617272,0.10347071,0.31429392,0.14684646,-0.06856674,-0.19642657,0.43188545,-0.07618293,0.12777333,0.016614785,0.46617028,-0.024324771,0.090771705,0.11930388,0.039061625,0.11408723,-0.15704238,0.29019517,-0.17164703
