,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.010459965138888888,0.007675872194444443,0.008572060194444444,0.010276864055555553,0.009579553444444446,0.008784616166666669,0.0095480935,0.008545292944444442,0.009319551555555555,0.01044016386111111,0.008893034805555556,0.010096416611111112,0.01005836111111111,0.009615723333333333,0.009344687999999999,0.011022608222222223,0.010835049999999999,0.010446990583333335,0.008558896194444447,0.009550469666666667,0.010358788305555554,0.009700335722222222,0.011232367944444443,0.011374780222222224,0.01008246511111111,0.010991306999999999,0.010661150472222223,0.011078944527777778,0.00972060961111111,0.008711808555555554,0.008306954416666667,0.008953865333333335
1,0.00824716802777778,0.006598109466666667,0.0071448550166666675,0.007898688188888888,0.006236301533333333,0.00919582138888889,0.009973724444444445,0.010647159222222223,0.01014335563888889,0.011588811527777777,0.010338325166666665,0.010128835722222222,0.010002703638888891,0.008697077555555554,0.011484758194444446,0.012635210638888887,0.013389846722222223,0.01333369986111111,0.009623923361111111,0.011636542777777778,0.01106858027777778,0.010993563000000001,0.007897583077777777,0.009540399361111111,0.009421697055555553,0.00906778722222222,0.010850583527777777,0.010558276249999998,0.011145565416666668,0.012880061777777778,0.009691858083333333,0.008677989305555557
2,0.007848177261111111,0.0078063248222222225,0.01165005925,0.00810566952777778,0.007484684727777778,0.009585641305555557,0.008228848055555554,0.007408453833333333,0.009372922138888889,0.01264375486111111,0.009733722944444445,0.011851013861111112,0.011560607861111112,0.010167318111111111,0.0090978165,0.009272257361111112,0.013240909472222222,0.013989745027777781,0.012927577749999999,0.00944202286111111,0.012206595416666665,0.011625473999999998,0.008708175833333335,0.011399619722222223,0.010355056194444445,0.010848424583333334,0.012746893722222225,0.009312384555555556,0.008754914472222224,0.010116172472222221,0.007716644044444445,0.007050553372222222
3,0.009354832,0.010975428000000002,0.011790683416666666,0.008171142055555558,0.007394406144444444,0.007142764338888889,0.009104046138888888,0.011131837277777777,0.011014258722222224,0.012655185055555556,0.011027958416666669,0.011143750972222222,0.00832618538888889,0.009977893472222225,0.008810027166666666,0.01038004,0.012698777861111113,0.013673059583333334,0.012325230138888886,0.00846880725,0.010550934166666666,0.010408146972222223,0.008569412305555557,0.008578528277777777,0.011592767638888888,0.01123516563888889,0.01086948227777778,0.008981868583333335,0.009205027666666667,0.009222272833333333,0.008441816166666666,0.008116951805555557
4,0.00962428316666667,0.008883996861111111,0.0094843565,0.01176168711111111,0.010349561833333333,0.006724815605555556,0.008853955888888888,0.009709162111111109,0.009127286111111112,0.00966112411111111,0.010741113805555556,0.010088628944444445,0.009641283527777777,0.008695995833333334,0.012970666777777777,0.014102504555555555,0.01014594536111111,0.009286707666666668,0.011684674361111109,0.014066583583333332,0.012818604888888889,0.010574583888888888,0.01006527575,0.01200328161111111,0.011136275583333334,0.009902548333333332,0.009593267694444445,0.01004034388888889,0.010383907777777777,0.008094618777777778,0.008419501694444446,0.00819171963888889
5,0.010673549472222224,0.00999728644444444,0.011278566083333332,0.015633184666666668,0.012196825611111111,0.009089059500000001,0.00889846761111111,0.007667331188888888,0.009854563083333334,0.011466824722222222,0.011948246444444446,0.010464877277777777,0.011640498249999999,0.011195927083333331,0.012424302722222221,0.015462260888888892,0.011289314027777778,0.011758975944444444,0.009730127083333335,0.011256307277777778,0.012103210500000001,0.009143960361111111,0.010126252222222222,0.012125954888888887,0.010001927805555554,0.01148912086111111,0.009205405583333333,0.010732532416666668,0.010484490166666667,0.010008860416666666,0.010008219888888887,0.008385277111111112
6,0.009458649527777778,0.013908920444444445,0.014284715333333337,0.011372368972222222,0.010871709805555557,0.008830424416666668,0.009282270333333332,0.009897628277777779,0.009509430972222222,0.011198102722222223,0.013868453499999996,0.01140427625,0.012194744555555555,0.011162276527777777,0.011495732527777776,0.012802994749999998,0.01067005916666667,0.013020078222222222,0.009545700194444444,0.009095151194444446,0.010777977805555557,0.010402995277777778,0.007561266727777778,0.011073049444444446,0.010788262666666666,0.011582752,0.013017983944444443,0.012320518444444446,0.011741857777777776,0.011516438694444443,0.008744221000000002,0.008256255972222223
7,0.009244349027777777,0.01312744138888889,0.014369614277777776,0.010658128055555556,0.009438195416666668,0.008608865833333333,0.008899276000000001,0.010517714583333334,0.011713079888888889,0.00997869388888889,0.009080444194444445,0.010066418055555557,0.01216275338888889,0.011443282333333334,0.01200301836111111,0.01099172436111111,0.010322138666666668,0.0117726105,0.01034828566666667,0.009244981916666666,0.010965833194444446,0.011191135916666666,0.010335222361111111,0.008133331694444444,0.012836013222222222,0.011841341861111111,0.012865064500000002,0.008970591972222223,0.010838513666666669,0.013356294250000001,0.012504810638888888,0.012965608222222223
8,0.013163366416666664,0.009524025944444445,0.013509079361111112,0.014116176055555553,0.009205171638888888,0.009785505138888892,0.010870318333333333,0.012251084416666667,0.010848738305555557,0.010381129055555556,0.008889450055555557,0.008869333111111112,0.010790898250000002,0.010108389555555555,0.011492083527777777,0.009731526416666669,0.011098855138888888,0.01062559375,0.011239002694444444,0.010391613583333336,0.01063278744444444,0.011569419944444444,0.011072061416666668,0.0108081545,0.01119478011111111,0.010398690166666665,0.013128038972222221,0.011751286000000001,0.013772645027777778,0.010841522833333332,0.013509655805555555,0.012467818333333333
9,0.011834157416666668,0.008796500333333332,0.011259761916666665,0.012287354194444444,0.00993389361111111,0.014175043611111113,0.011583928305555555,0.014321324555555558,0.012440754944444446,0.010156790361111109,0.010598447472222222,0.009342993583333334,0.011733679805555557,0.012347175916666666,0.012416808138888891,0.008556190055555555,0.008028686533333334,0.0077740385722222215,0.010960965916666668,0.010172166972222223,0.013210972166666666,0.012562740777777779,0.011701969972222219,0.00929343325,0.009597214222222221,0.010432941472222224,0.011539926388888889,0.010852104055555558,0.012545455166666667,0.01325502138888889,0.013577851805555556,0.012431752250000004
