,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.006249548284210526,-0.005723054510526317,-0.004699563705263159,-0.0061762510710526315,-0.007368642792105264,-0.007197286776315787,-0.006845047031578948,-0.0025357404894736837,-0.007903048207894737,-0.0054043241921052625,-0.005685183426315788,-0.003288460657894737,-0.004521378444736842,-0.006081355036842107,-0.004461647000000001,-0.005583373915789475,-0.004939138868421051,-0.004594138071052631,-0.0074064265236842095,-0.0032582014078947376,-0.005011754328947369,-0.00432031595,-0.005751102086842105,-0.006829227481578947,-0.0038672126394736846,-0.008764901992105265,-0.006669485792105263,-0.007387213136842104,-0.0072724899157894755,-0.00827057710263158,-0.006335633939473684,-0.006642965310526316
1,-0.008081949852631578,-0.005040239247368422,-0.0038076562710526313,-0.002742133776315789,-0.002720220410526316,-0.003007822684210526,-0.005101232357894736,-0.007551843157894738,-0.009453480960526318,-0.008753079934210525,-0.010278172881578946,-0.009907910065789475,-0.007613659892105263,-0.00516233637631579,-0.002026292881578947,-0.005016181281578947,-0.006530946618421053,-0.005894833910526314,-0.005649892028947369,-0.00764435552631579,-0.009605770250000001,-0.0072864289473684235,-0.007567878197368423,-0.007855868273684213,-0.007929648963157895,-0.006600974571052631,-0.005114485068421055,-0.007524368034210524,-0.006106195431578949,-0.006354194484210528,-0.0034303569236842093,-0.007531291236842104
2,-0.008737882999999998,-0.006667181184210524,-0.00033336778026315784,-0.00709942077368421,-0.005122817689473683,-0.006335200186842106,-0.006281184478947368,-0.004939260363157895,-0.0064467551526315794,-0.005912492042105263,-0.007214571484210527,-0.00518040079736842,-0.008521565881578949,-0.006333826944736842,-0.007850187005263158,-0.006802620931578947,-0.006961970755263159,-0.005915410710526316,-0.006485345165789473,-0.0054267213236842094,-0.008576985910526316,-0.007283566239473685,-0.006283879218421054,-0.004804966784210526,-0.007700394260526315,-0.007811709897368419,-0.006438971868421055,-0.005427551202631579,-0.006788602284210528,-0.008730763171052628,-0.008585290534210527,-0.010512897947368422
3,-0.0041502799131578946,-0.004236426949999999,-0.005336450228947368,-0.007124706857894736,-0.00902330792105263,-0.006600170186842105,-0.0049691405973684225,-0.003578034226315789,-0.0036960592342105266,-0.00511007257105263,-0.004345445402631578,-0.0032733301868421052,-0.007976221365789472,-0.009097704657894739,-0.007173437326315789,-0.010286631539473684,-0.008137391681578947,-0.006986823878947369,-0.003976036631578947,-0.008512778900000002,-0.007286849478947366,-0.009802897197368423,-0.006212439097368421,-0.006802932599999999,-0.006405569707894737,-0.002836799123684211,-0.006594609663157894,-0.006173955060526315,-0.0055611368710526314,-0.008827199342105263,-0.007005900565789473,-0.006724834381578946
4,-0.006079629557894737,-0.007181856702631578,-0.007740751586842108,-0.009509951328947365,-0.0069549128421052655,-0.005924180700000001,-0.004448996752631578,-0.004358208944736843,-0.004309610234210526,-0.004608673855263159,-0.0030565193184210527,-0.0046647829894736845,-0.004960121473684211,-0.0057537909184210536,-0.003984534842105265,-0.011123082539473687,-0.01014389040789474,-0.006567579668421053,-0.0022541145657894736,-0.005963269157894737,-0.003971772836842106,-0.006408782028947367,-0.007547244763157895,-0.010189600684210529,-0.007171593713157895,-0.0030101669657894735,-0.004783885278947369,-0.00647291882631579,-0.006105052960526318,-0.00606028895,-0.005045079363157895,-0.0057250144684210524
5,-0.0031964650815789475,-0.008503518065789473,-0.006518159494736842,-0.0060064594131578955,-0.007520696331578948,-0.0035157266973684215,-0.0036047063499999995,-0.006580527113157894,-0.005914528981578948,-0.0049337177394736835,-0.0063195989815789475,-0.006509130302631578,-0.007519973992105265,-0.006993581421052632,-0.006064551392105264,-0.011586226315789476,-0.010357027197368423,-0.00951409582894737,-0.005873694336842105,-0.007603576173684211,-0.006498827960526314,-0.008348813184210524,-0.008440148289473686,-0.005774576107894737,-0.0072492659105263145,-0.0058781472,-0.006289738844736842,-0.00755288104736842,-0.005301935465789474,-0.0072946876263157885,-0.00603876085,-0.002753385413157895
6,-0.002483043284210526,-0.006716760286842103,-0.006466565839473682,-0.005929355073684213,-0.00629083049473684,-0.0048361568184210535,-0.003489272013157895,-0.005924821928947367,-0.00522651484736842,-0.00628774455789474,-0.010208975486842105,-0.008356909015789473,-0.009281329381578947,-0.0076530695657894745,-0.008001172484210527,-0.006333253478947368,-0.008817783473684209,-0.005278890371052631,-0.009913749223684211,-0.007163264834210526,-0.007449463042105264,-0.011055510302631579,-0.009977922039473683,-0.005673629721052631,-0.010958415644736841,-0.006150986342105263,-0.006834997915789474,-0.002027890163157895,-0.004160193518421053,-0.006806429886842107,-0.008057721447368419,-0.0029432005368421055
7,-0.006884329628947368,-0.007673824163157895,-0.008709248394736841,-0.0028447844526315776,-0.006042709684210527,-0.001660730323684211,-0.0037279464263157906,-0.004141834536842105,-0.006955837678947369,-0.008054442284210527,-0.005752106486842105,-0.008336448710526315,-0.008448698934210524,-0.007343727710526318,-0.009791001592105265,-0.00998942117105263,-0.006727794534210525,-0.010443772565789475,-0.0045990584105263166,-0.01059649472368421,-0.0053515827105263146,-0.005087140418421053,-0.006457652121052632,-0.006332168771052633,-0.008343905055263156,-0.00642569785263158,-0.006633018042105261,-0.0046614256289473684,-0.0041182330842105255,-0.007563056784210525,-0.008310943671052631,-0.0025650646999999995
8,-0.0027252694368421052,-0.00722962437105263,-0.009639712105263161,-0.006035053228947367,-0.004402844284210526,-0.005911354978947369,-0.0010225602776315788,-0.0062604179552631575,-0.0091133885,-0.011512549421052634,-0.007654322350000001,-0.008822376171052632,-0.0062704076499999995,-0.006196811105263158,-0.007476335360526314,-0.007514810134210525,-0.007200210213157894,-0.006785231247368419,-0.0058267857973684205,-0.007417610592105262,-0.006352086471052631,-0.004630342910526317,-0.003370578468421052,-0.006832452910526317,-0.007242890907894738,-0.010269799197368422,-0.004716227028947368,-0.004839509257894736,-0.002853130915789474,-0.005226366910526316,-0.009489761697368421,-0.004461591078947369
9,-0.008329234197368425,-0.006851251834210526,-0.0032669773999999996,-0.007335332784210527,-0.004764529578947368,-0.006973938944736842,-0.0013399977578947369,-0.004045379405263156,-0.0068945792421052626,-0.008442264239473687,-0.007833061128947369,-0.00808786085263158,-0.006596736434210527,-0.006143412044736843,-0.009092973715789474,-0.009629662447368422,-0.007868339039473683,-0.007206862618421054,-0.008341853236842108,-0.007604755397368418,-0.003805476602631579,-0.005749685618421052,-0.005892518115789474,-0.00720023254473684,-0.0075123386842105245,-0.006884088957894736,-0.00563691117368421,-0.00808382562105263,-0.006041591302631579,-0.007957116936842104,-0.008934109815789473,-0.00934086625
