,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.011054979785714288,-0.007927679237142856,-0.008968972285714284,-0.010963720242857144,-0.010110889671428572,-0.009215547857142858,-0.010041451642857142,-0.0088516688,-0.009790179142857144,-0.011079754614285715,-0.009385568014285717,-0.010666802657142855,-0.010654754971428574,-0.0101800222,-0.009846058357142855,-0.01171956884285714,-0.011517271614285713,-0.011039533414285712,-0.009060747014285716,-0.010014127585714286,-0.010876963842857145,-0.010133108000000002,-0.011900687699999996,-0.012070156385714284,-0.010600905157142858,-0.011652408314285712,-0.011259066057142858,-0.011802911642857144,-0.0103230001,-0.009144534457142858,-0.008683082414285717,-0.009360779942857143
1,-0.008677768114285715,-0.0067876239,-0.007434698977142857,-0.008324024371428571,-0.006363101848571428,-0.009696289314285716,-0.010470461242857144,-0.011198177785714285,-0.01075312017142857,-0.012309187842857144,-0.010948334285714283,-0.010716754971428571,-0.010600120514285716,-0.009108325271428571,-0.012231573728571424,-0.013500324042857142,-0.014292151328571426,-0.014295295642857146,-0.010223248185714285,-0.0124024808,-0.011718728628571427,-0.011669869657142859,-0.008214723414285715,-0.010025683271428573,-0.009965733042857142,-0.00954239567142857,-0.011458181685714282,-0.011149671800000002,-0.011816203514285716,-0.013727176485714287,-0.010201786428571427,-0.009115429242857142
2,-0.008225628128571428,-0.008159950614285713,-0.012470538242857144,-0.008515795671428572,-0.007827436360000002,-0.010079797900000001,-0.008541270957142856,-0.007668847122857144,-0.00981366097142857,-0.01351840622857143,-0.010343665742857142,-0.012654774471428572,-0.012355857428571433,-0.010749091314285716,-0.009566226785714282,-0.009703352928571427,-0.014127589485714284,-0.014904745328571426,-0.01388762952857143,-0.009991294085714288,-0.013076088471428575,-0.012400924157142853,-0.009096998785714287,-0.012057683585714286,-0.010973563885714285,-0.011541072728571427,-0.0135897777,-0.009771714685714286,-0.009151940014285717,-0.010632446114285711,-0.008054785288571427,-0.0073540951857142866
3,-0.009849990457142854,-0.011682300571428578,-0.012571335571428572,-0.008550174200000002,-0.007716553157142855,-0.007437031891428573,-0.009621730328571429,-0.011732743728571431,-0.0115978975,-0.013468668385714285,-0.0117357535,-0.011803355671428572,-0.008741455500000004,-0.01047975672857143,-0.009225820457142856,-0.010995122114285709,-0.01346936057142857,-0.014620424828571427,-0.013167689414285715,-0.008958029871428571,-0.011228926257142858,-0.011063118371428576,-0.009040723185714286,-0.008997044014285716,-0.012351811014285716,-0.01189600327142857,-0.01151728354285714,-0.009486972557142856,-0.00975520792857143,-0.009676692399999997,-0.008802189200000001,-0.0085158619
4,-0.010174049642857142,-0.009408438757142857,-0.010039058299999997,-0.012510555728571428,-0.01098930994285714,-0.0069479951200000015,-0.009294304957142858,-0.010238140914285715,-0.009594380714285715,-0.01019693908571429,-0.011404510085714286,-0.01060658985714286,-0.010196433300000002,-0.00909564975714286,-0.013859072514285718,-0.015142059442857143,-0.010708904985714284,-0.009796930771428571,-0.012372373671428568,-0.015064916742857141,-0.013663007771428568,-0.011186277985714286,-0.010601244457142861,-0.012789451557142856,-0.011815048185714286,-0.010387123271428572,-0.010107072042857143,-0.010655787600000001,-0.010997194842857145,-0.008451560842857142,-0.008898017185714287,-0.008637559885714286
5,-0.011373876285714285,-0.010636051971428574,-0.012020038371428574,-0.016832988400000005,-0.012996946057142853,-0.009571521242857144,-0.009370314485714284,-0.00803658447714286,-0.010479486171428569,-0.012229513528571427,-0.012727368271428573,-0.011116879414285716,-0.012425875514285714,-0.011930130242857143,-0.013255436185714285,-0.01666354402857143,-0.01199300722857143,-0.012521600214285713,-0.010263778957142856,-0.0119793647,-0.0129519196,-0.009678739642857141,-0.010642093614285716,-0.012850121671428566,-0.010564305642857144,-0.012110276471428571,-0.009635769685714285,-0.011327233628571428,-0.0111072349,-0.010642724142857144,-0.010649044157142858,-0.008849197171428574
6,-0.010053086985714287,-0.014931315285714284,-0.015344659757142857,-0.012147646871428571,-0.011505804385714288,-0.00920617707142857,-0.009698285642857142,-0.010458381342857143,-0.010020403471428572,-0.01188467585714286,-0.014841841685714284,-0.01213024762857143,-0.01306097157142857,-0.011920379685714287,-0.012181138671428572,-0.013617104542857144,-0.01131701571428571,-0.0139654487,-0.010135542171428568,-0.009601302628571427,-0.011481266114285715,-0.011007912514285711,-0.007851483034285713,-0.011723300614285717,-0.011440105928571427,-0.01224824712857143,-0.013824783314285716,-0.013047527042857146,-0.012513428285714286,-0.012301036585714286,-0.009249560771428569,-0.008689391171428572
7,-0.009745501957142858,-0.013997842942857146,-0.015475061042857145,-0.011286334371428576,-0.009906995457142858,-0.00904981414285714,-0.009265694085714288,-0.011103806557142857,-0.0124950978,-0.010538320914285715,-0.00955821154285714,-0.010678632342857142,-0.013016072614285714,-0.012212468271428573,-0.012791742814285715,-0.011649258428571427,-0.010886633742857145,-0.012564494199999998,-0.01099492112857143,-0.009837612314285713,-0.011630997371428572,-0.01188353372857143,-0.010885482700000003,-0.008443451985714287,-0.013702048585714282,-0.012484970814285712,-0.013666463885714287,-0.009479790342857144,-0.011508898128571428,-0.014242845257142856,-0.013295710199999998,-0.013886764771428573
8,-0.014087058514285716,-0.010147804471428571,-0.01446289237142857,-0.015141546385714284,-0.009738629014285714,-0.010390812957142854,-0.01153736235714286,-0.013066815728571428,-0.011570773157142855,-0.011042605057142859,-0.009396243485714283,-0.009348412371428576,-0.01148549872857143,-0.010720179871428575,-0.012228829657142856,-0.010319646728571427,-0.01176972437142857,-0.011305469857142859,-0.012002893614285711,-0.011047228142857144,-0.01129235867142857,-0.012318014185714286,-0.011741034142857145,-0.011462440085714285,-0.011839174085714286,-0.010969715914285715,-0.013958945014285714,-0.012520379185714286,-0.014754439242857144,-0.011451151642857142,-0.014496019971428572,-0.01334502582857143
9,-0.012627908985714285,-0.00928563202857143,-0.011985795600000003,-0.013106684271428574,-0.010559088471428573,-0.015306238857142856,-0.012356151271428575,-0.01532983821428572,-0.013288467542857146,-0.010743095828571428,-0.011242026914285715,-0.009895043828571431,-0.012480273300000002,-0.013117774571428572,-0.013224154042857142,-0.009034463871428575,-0.008450708742857145,-0.008106392985714283,-0.011656082514285716,-0.010782115042857138,-0.0141432756,-0.013467181857142857,-0.012454191014285715,-0.009756167528571428,-0.010083613785714284,-0.011052947857142854,-0.012216711942857141,-0.011489994985714288,-0.013410961914285716,-0.014127211071428574,-0.014580994228571426,-0.013316627557142855
