,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0.010023104,0.00999796,0.005524558,0.005673673,-0.010830311,-0.005895744,-0.006297034,0.010019811,0.0047280844,0.009891782,-0.010824647,-0.010854369,0.009991024,0.010014432,0.009976556,-0.010864611,0.009880943,0.0059435014,-0.00622625,0.010028892,0.0051255445,-0.006091448,0.00513132,0.0051762573,-0.004956116,0.005726316,-0.010869964,0.005123439,0.005268845,-0.0062363003,-0.005837623,-0.010852889,0.009975482,0.0052654403,0.009983076,0.005323407,-0.010863617,0.0100317355,-0.0061514834,-0.010853338,-0.010876427,0.009671736,-0.006297353,-0.0061158747,0.0048814584,0.0048978,0.005706041,-0.005885403,-0.010871304,0.0055471924,0.0056532053,-0.006149575,-0.010867522,-0.005822161,-0.0058134394,0.010032975,-0.010816995,0.0061737155,0.004831556,-0.010866355,-0.01085892,0.010025246,-0.010866774,0.0059466083,-0.006080238,0.009793715,-0.005983613,0.0056960387,-0.0056619598,-0.006245381
1,0.0075712088,0.007550747,0.005133186,0.005235513,-0.007855058,-0.005460664,-0.00576186,0.007567331,0.0045654722,0.0074763084,-0.007855437,-0.007875923,0.0075474675,0.0075634974,0.0075386916,-0.007883629,0.0074697607,0.0054331897,-0.0057128165,0.0075736465,0.0048498837,-0.0056073754,0.0048579522,0.004892684,-0.0047601615,0.0052772993,-0.007884937,0.004848493,0.0049414644,-0.0057237963,-0.0054193055,-0.007875546,0.0075358353,0.0049472144,0.007542504,0.0049868403,-0.007883601,0.0075810337,-0.0056523588,-0.007875129,-0.007892278,0.0073223435,-0.0057657342,-0.00563164,0.004685143,0.0046954975,0.0052499226,-0.0054521943,-0.007891608,0.0051523433,0.00522399,-0.005652732,-0.007886059,-0.005400539,-0.0053850394,0.007581781,-0.007851657,0.0056005283,0.0046529816,-0.007885303,-0.007878478,0.0075708735,-0.007886403,0.0054346514,-0.0056007598,0.0074072154,-0.005528034,0.0052580177,-0.0052869744,-0.005723317
2,0.008337691,0.008312261,0.004099889,0.0041838083,-0.008824485,-0.0045050494,-0.0047519137,0.0083318455,0.0036694298,0.008224059,-0.008818742,-0.00884654,0.0083082765,0.008327173,0.008296307,-0.008854619,0.008214937,0.0043356917,-0.0047088373,0.008338976,0.003882093,-0.0046271523,0.0038848768,0.0039113015,-0.0039695743,0.004211562,-0.008859571,0.0038809776,0.003961361,-0.0047191945,-0.004479126,-0.008849841,0.008293994,0.0039588013,0.008300792,0.003986832,-0.008851689,0.008342334,-0.0046625957,-0.008843935,-0.008858056,0.0080411285,-0.004754339,-0.0046453336,0.0037507394,0.0037436984,0.0041978774,-0.0044955257,-0.008861816,0.004113646,0.004169097,-0.0046565006,-0.008862551,-0.004464262,-0.0044610584,0.008344093,-0.008812173,0.004467904,0.003725789,-0.008855861,-0.008848356,0.008338366,-0.008854758,0.0043361457,-0.004612164,0.008142581,-0.0045646806,0.0041864864,-0.0043714587,-0.0047217114
3,0.00982106,0.009789169,0.0055282367,0.0056632175,-0.010699674,-0.0058532967,-0.0062070633,0.009817715,0.0048096078,0.009661399,-0.010701068,-0.010740517,0.009782162,0.009811255,0.009764398,-0.010754063,0.009647629,0.0058979155,-0.0061477013,0.009828449,0.0051733884,-0.006025758,0.005178517,0.005223633,-0.0050044144,0.0057064206,-0.010759211,0.0051714433,0.005305872,-0.0061575435,-0.005806501,-0.0107444115,0.009763154,0.0052982327,0.009772405,0.005350431,-0.010748732,0.009832709,-0.0060772295,-0.010739148,-0.010758416,0.009397963,-0.006208552,-0.006052656,0.0049523017,0.0049656485,0.0056867404,-0.005844611,-0.010763324,0.005552585,0.005641608,-0.006077624,-0.010758339,-0.005783296,-0.005778302,0.009833905,-0.010692765,0.006095811,0.004911462,-0.010755813,-0.010748045,0.009823397,-0.010756491,0.005899529,-0.0060168053,0.0095407935,-0.0059342273,0.0056849206,-0.0056451727,-0.00616194
4,0.009192258,0.009168253,0.006845639,0.0069961217,-0.009884112,-0.007005028,-0.007394842,0.009189397,0.006004527,0.009071493,-0.00988523,-0.00991415,0.009162539,0.009184128,0.009149083,-0.009923167,0.009059922,0.0072565232,-0.007329604,0.009197135,0.006431518,-0.007196614,0.0064394716,0.006493156,-0.0060181604,0.007046846,-0.009924982,0.0064314026,0.0065888586,-0.0073402678,-0.0069472906,-0.0099125365,0.009148131,0.006579932,0.009155025,0.0066404683,-0.009919767,0.009199856,-0.007255478,-0.009914822,-0.0099259,0.008866755,-0.007396466,-0.0072266143,0.0061697923,0.0061913137,0.007025258,-0.0069954465,-0.009929652,0.006872021,0.006973131,-0.007253591,-0.009928614,-0.0069331727,-0.0069226604,0.009200941,-0.009878611,0.007470465,0.006125208,-0.00992766,-0.009923488,0.009193463,-0.0099262,0.0072573484,-0.007186568,0.008983064,-0.0070947283,0.007020636,-0.0067689065,-0.0073456913
5,0.008528629,0.008503657,0.0066049695,0.006754714,-0.009056958,-0.0068216114,-0.0072235214,0.0085254945,0.0057808612,0.0084072,-0.009058712,-0.009086827,0.008498549,0.008520356,0.008485247,-0.009112952,0.008397194,0.007021018,-0.0071578408,0.008533082,0.0061930064,-0.0070187934,0.00620444,0.006256687,-0.0058458853,0.006807735,-0.009104033,0.006196872,0.006348798,-0.007170013,-0.0067673684,-0.009093257,0.008483827,0.0063433275,0.008490804,0.006401973,-0.009094851,0.00853721,-0.007078153,-0.009085945,-0.009106517,0.008204271,-0.007227047,-0.00704604,0.005939743,0.0059628966,0.0067850845,-0.0068116095,-0.009104324,0.006631526,0.0067308713,-0.0070776334,-0.009100018,-0.00674859,-0.0067380606,0.008539203,-0.009054394,0.0072457367,0.005897854,-0.009100851,-0.009091465,0.008529652,-0.009101375,0.0070235627,-0.0070081376,0.008317462,-0.0069130617,0.0067812637,-0.0065803956,-0.0071737412
6,0.00921382,0.009189722,0.0061644088,0.006319246,-0.009858796,-0.006457956,-0.0068768403,0.009213507,0.0053436053,0.009092306,-0.009860674,-0.009891115,0.009185476,0.009207387,0.009170828,-0.009901491,0.009082012,0.006592806,-0.0068058833,0.00921913,0.0057551977,-0.006663737,0.0057504014,0.0058105765,-0.005486358,0.006371918,-0.00990599,0.0057527283,0.0059033637,-0.006819581,-0.0064068795,-0.009890293,0.009169573,0.005900206,0.009177636,0.0059536556,-0.009894162,0.009222249,-0.006726156,-0.009887923,-0.009902072,0.008887025,-0.0068702637,-0.006691959,0.0055028396,0.005518599,0.0063494355,-0.0064526764,-0.009904126,0.0061844112,0.0062957094,-0.006724791,-0.00990061,-0.006388269,-0.0063772243,0.009223065,-0.009853335,0.00682455,0.0054570176,-0.009899261,-0.009893303,0.009216162,-0.009897947,0.0065941573,-0.006653073,0.009001865,-0.0065543335,0.006341968,-0.006220469,-0.006823537
7,0.00836528,0.008347157,0.00187849,0.0019146932,-0.008722651,-0.002502492,-0.0026131747,0.0083632255,0.0017707322,0.008269708,-0.008722673,-0.008746667,0.008341587,0.008358979,0.008331463,-0.008753521,0.008261816,0.0019720455,-0.0025929385,0.0083690705,0.0018163446,-0.0025529363,0.0018143177,0.0018287331,-0.0023193823,0.0019254669,-0.008754944,0.0018146479,0.0018418361,-0.0025967332,-0.0024888604,-0.008744501,0.008330655,0.0018406704,0.0083359135,0.0018364036,-0.008751083,0.008371442,-0.0025689118,-0.008743609,-0.008758725,0.0081120385,-0.0026143203,-0.0025513857,0.001780976,0.0017863187,0.0019209728,-0.0024994442,-0.0087592695,0.0018898882,0.0019102658,-0.00256748,-0.008755531,-0.0024848084,-0.0024816825,0.008372247,-0.008719057,0.0020282282,0.001781267,-0.008754238,-0.008747309,0.008366415,-0.008756671,0.001976084,-0.002547378,0.008199472,-0.002523852,0.0019203591,-0.002447304,-0.0025984785
8,0.008999602,0.008975846,0.0072619305,0.0074412758,-0.009609937,-0.0074455994,-0.007918474,0.008996815,0.006281821,0.008881423,-0.009611295,-0.009638866,0.008970736,0.008992206,0.008957491,-0.009648374,0.00887075,0.0077578793,-0.00783921,0.009005728,0.006774477,-0.007675972,0.0067852917,0.0068459413,-0.0062966906,0.0075025065,-0.009660741,0.0067717894,0.006958871,-0.007853525,-0.00738124,-0.009637709,0.00895705,0.0069504366,0.00896403,0.007019912,-0.009644757,0.009007581,-0.0077480483,-0.009640637,-0.009656888,0.0086830985,-0.007919745,-0.0077129547,0.0064750984,0.0064980118,0.007477063,-0.007433478,-0.009655484,0.0072935503,0.0074140383,-0.0077433046,-0.009653342,-0.0073582404,-0.007342761,0.009008586,-0.00960569,0.008021869,0.0064209295,-0.009649221,-0.009645365,0.009002008,-0.009648291,0.007758621,-0.0076609165,0.008793751,-0.007553528,0.0074703237,-0.007165054,-0.007858041
9,0.010005972,0.00997611,0.0046449187,0.004775584,-0.010844228,-0.005100371,-0.005460189,0.010002963,0.003978457,0.00985606,-0.010844931,-0.010880984,0.009969625,0.00999652,0.009952613,-0.010893189,0.009842651,0.0050103827,-0.005399836,0.010012818,0.004306816,-0.005276158,0.0043056,0.004353554,-0.0043061003,0.0048203575,-0.010895984,0.004305446,0.004419495,-0.0054045306,-0.0050579193,-0.010879524,0.009951464,0.004424932,0.009960148,0.004472708,-0.010889953,0.010016315,-0.005329295,-0.01087947,-0.010897795,0.009601783,-0.0054558697,-0.005297699,0.0041041225,0.0041079232,0.004801221,-0.005085737,-0.010905396,0.0046669776,0.004752677,-0.005319847,-0.010899512,-0.0050387797,-0.005032001,0.0100178495,-0.010836782,0.005212117,0.004066225,-0.010897689,-0.010885955,0.010008226,-0.010895837,0.0050073313,-0.0052641057,0.009744874,-0.00518419,0.004790937,-0.004900472,-0.0054144976
