,0,1
0,0.06497103,0.9360484
1,0.9540238,0.04588535
2,0.060562838,0.9404096
3,0.11140516,0.890024
4,0.093337595,0.9078624
5,0.20732044,0.79452425
6,0.50860476,0.49346122
7,0.113121025,0.8882354
8,0.05314574,0.94774497
9,0.18925546,0.81251687
10,0.247134,0.7547903
11,0.95121044,0.04869508
12,0.9297471,0.070297055
13,0.95179474,0.048130196
14,0.93727875,0.0627203
15,0.051052097,0.9498153
16,0.11226696,0.88907695
17,0.09515557,0.9060596
18,0.34901693,0.65294105
19,0.060875267,0.94009817
20,0.9361689,0.063805625
21,0.049598914,0.95125175
22,0.77389795,0.22693534
23,0.6962415,0.30492133
24,0.06327536,0.93772477
25,0.094220266,0.9069886
26,0.11191047,0.88943833
27,0.5782493,0.42307284
28,0.90203995,0.09789578
29,0.11711008,0.88427496
30,0.9369093,0.06298065
31,0.634346,0.36674243
32,0.12468498,0.8767551
33,0.92490935,0.075148135
34,0.12519267,0.8762488
35,0.069106184,0.9319569
36,0.253303,0.7487662
37,0.8166303,0.18350507
38,0.053681046,0.94721663
39,0.89561915,0.10431727
40,0.4416118,0.5602308
41,0.055208836,0.9457062
42,0.5150581,0.48691407
43,0.70056957,0.30013213
44,0.93309045,0.066936195
45,0.89221233,0.107728176
46,0.5677419,0.43395394
47,0.10341974,0.8978614
48,0.94804764,0.051887345
49,0.05047199,0.9503894
50,0.0906715,0.9105059
51,0.8690631,0.1309781
52,0.09156848,0.90961677
53,0.92779875,0.07209801
54,0.0962767,0.90504026
55,0.72168547,0.2789761
56,0.87566763,0.124298416
57,0.09145381,0.9097318
58,0.06110144,0.9398772
59,0.89442545,0.105524056
60,0.19571552,0.80618876
61,0.9503617,0.049595542
62,0.09600423,0.90521497
63,0.94238764,0.05750863
64,0.15796459,0.8437814
65,0.22255304,0.77949375
66,0.95108384,0.04886917
67,0.052331954,0.9485502
68,0.19016172,0.81171036
69,0.95583135,0.044105355
70,0.09215905,0.9090296
71,0.22447841,0.77743834
72,0.87789327,0.12208004
73,0.053044494,0.94784606
74,0.10618995,0.89511454
75,0.15147257,0.8501328
76,0.29841664,0.70359164
77,0.42704174,0.5748018
78,0.6253058,0.3757333
79,0.9306184,0.0692757
80,0.8822621,0.11801673
81,0.9491073,0.050802678
82,0.9373934,0.062497765
83,0.09638026,0.90484726
84,0.94656634,0.053436603
85,0.95753306,0.042396978
86,0.89109737,0.10884834
87,0.9427098,0.05718526
88,0.05897154,0.9419854
89,0.10783197,0.89348716
90,0.14959505,0.85199475
91,0.10296691,0.89831066
92,0.124166,0.8772661
93,0.54026663,0.4616095
94,0.18340951,0.8184423
95,0.07018416,0.93089277
96,0.89832586,0.1016129
97,0.06624824,0.93478477
98,0.9062459,0.0937046
99,0.9450731,0.0548254
100,0.19852427,0.80329543
101,0.46891847,0.5328845
102,0.9464215,0.053549204
103,0.94908935,0.05081114
104,0.05742799,0.9435116
105,0.05499312,0.94591755
106,0.07430909,0.9268021
107,0.06508263,0.935935
108,0.94672275,0.05323112
109,0.94338864,0.05650714
110,0.09009597,0.9111644
111,0.052146573,0.9487343
112,0.06671137,0.9343251
113,0.9429863,0.05698063
114,0.9544077,0.045522835
115,0.95154226,0.048379846
116,0.11556395,0.88580835
117,0.10983145,0.89149386
118,0.05475771,0.94615173
119,0.95424503,0.045688976
120,0.0779257,0.9232183
121,0.055948827,0.9449732
122,0.1392431,0.8622938
123,0.098013245,0.90322495
124,0.08721457,0.9139335
125,0.06023946,0.94073033
126,0.13357575,0.8679039
127,0.37212834,0.6298109
128,0.053837616,0.9470625
129,0.9413671,0.05852372
130,0.9306871,0.069217734
131,0.9537323,0.046174195
132,0.8920535,0.10790813
133,0.1031151,0.89817154
134,0.059789605,0.94117266
135,0.056897372,0.9440354
136,0.9477571,0.05214701
137,0.14539312,0.8561563
138,0.1010518,0.900208
139,0.1031295,0.8981505
140,0.1832446,0.81863177
141,0.17121589,0.8304907
142,0.10285945,0.89841956
